,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,149915630.0,320138094.0,323377500.0,327852311.0,
Preferred Shares Number,79000000.0,79000000.0,79000000.0,55000000.0,
Ordinary Shares Number,1106786451.0,936563987.0,933324581.0,928849770.0,
Share Issued,1256702081.0,1256702081.0,1256702081.0,1256702081.0,
Net Debt,12489000000.0,21661000000.0,23801000000.0,11709000000.0,
Total Debt,14235000000.0,22607000000.0,24693000000.0,12630000000.0,
Tangible Book Value,12897000000.0,9330000000.0,8108000000.0,12700000000.0,
Invested Capital,29908000000.0,34739000000.0,35642000000.0,28145000000.0,
Net Tangible Assets,15397000000.0,11830000000.0,10608000000.0,14600000000.0,
Capital Lease Obligations,3000000.0,5000000.0,5000000.0,8000000.0,
Common Stock Equity,15676000000.0,12137000000.0,10954000000.0,15523000000.0,
Preferred Stock Equity,2500000000.0,2500000000.0,2500000000.0,1900000000.0,
Total Capitalization,30278000000.0,34186000000.0,32756000000.0,29457000000.0,
Total Equity Gross Minority Interest,18176000000.0,14637000000.0,13454000000.0,17423000000.0,
Minority Interest,,,,,0.0
Stockholders Equity,18176000000.0,14637000000.0,13454000000.0,17423000000.0,
Gains Losses Not Affecting Retained Earnings,-3470000000.0,-5229000000.0,-6295000000.0,-586000000.0,
Other Equity Adjustments,-3470000000.0,-5229000000.0,-6295000000.0,-586000000.0,
Treasury Stock,2733000000.0,5844000000.0,5910000000.0,5979000000.0,
Retained Earnings,14584000000.0,15672000000.0,15616000000.0,14553000000.0,
Additional Paid In Capital,6038000000.0,6281000000.0,6286000000.0,6278000000.0,
Capital Stock,3757000000.0,3757000000.0,3757000000.0,3157000000.0,
Common Stock,1257000000.0,1257000000.0,1257000000.0,1257000000.0,
Preferred Stock,2500000000.0,2500000000.0,2500000000.0,1900000000.0,
Total Liabilities Net Minority Interest,168992000000.0,173644000000.0,176359000000.0,168923000000.0,
Long Term Debt And Capital Lease Obligation,12105000000.0,19554000000.0,19307000000.0,12042000000.0,
Long Term Capital Lease Obligation,3000000.0,5000000.0,5000000.0,8000000.0,
Long Term Debt,12102000000.0,19549000000.0,19302000000.0,12034000000.0,
Current Debt And Capital Lease Obligation,2130000000.0,3053000000.0,5386000000.0,588000000.0,
Current Debt,2130000000.0,3053000000.0,5386000000.0,588000000.0,
Other Current Borrowings,,,,,759000000.0
Current Notes Payable,2130000000.0,3053000000.0,5386000000.0,588000000.0,
Payables And Accrued Expenses,,,4994000000.0,3548000000.0,2385000000.0
Current Accrued Expenses,,,4994000000.0,3548000000.0,2385000000.0
Total Assets,187168000000.0,188281000000.0,189813000000.0,186346000000.0,
Investments And Advances,64912000000.0,58960000000.0,52382000000.0,65235000000.0,
Held To Maturity Securities,7310000000.0,8575000000.0,8710000000.0,7539000000.0,
Available For Sale Securities,35573000000.0,1244000000.0,1308000000.0,639000000.0,
Trading Securities,1265000000.0,1139000000.0,815000000.0,683000000.0,
Goodwill And Other Intangible Assets,2779000000.0,2807000000.0,2846000000.0,2823000000.0,
Other Intangible Assets,27000000.0,55000000.0,94000000.0,130000000.0,
Goodwill,2752000000.0,2752000000.0,2752000000.0,2693000000.0,
Net PPE,614000000.0,661000000.0,636000000.0,681000000.0,
Accumulated Depreciation,-1526000000.0,-1544000000.0,-1672000000.0,-1636000000.0,
Gross PPE,2140000000.0,2205000000.0,2308000000.0,2317000000.0,
Leases,556000000.0,535000000.0,615000000.0,616000000.0,
Construction In Progress,24000000.0,61000000.0,41000000.0,70000000.0,
Other Properties,,,,,28000000.0
Machinery Furniture Equipment,787000000.0,812000000.0,824000000.0,814000000.0,
Buildings And Improvements,662000000.0,683000000.0,714000000.0,699000000.0,
Land And Improvements,111000000.0,114000000.0,114000000.0,118000000.0,
Receivables,2709000000.0,3490000000.0,3904000000.0,4039000000.0,
Other Receivables,2709000000.0,3490000000.0,3904000000.0,4039000000.0,
Other Short Term Investments,20764000000.0,48002000000.0,41549000000.0,56374000000.0,
Cash And Cash Equivalents,1743000000.0,941000000.0,887000000.0,913000000.0,
Cash Cash Equivalents And Federal Funds Sold,1743000000.0,941000000.0,887000000.0,913000000.0,
