,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,78900.0,78900.0,78900.0,78900.0,
Preferred Shares Number,,,,,8000000.0
Ordinary Shares Number,158174995.0,156940866.0,156757867.0,156544849.0,
Share Issued,158253895.0,157019766.0,156836767.0,156623749.0,
Net Debt,14965617000.0,14324820000.0,13550003000.0,12443917000.0,
Total Debt,16984070000.0,16624649000.0,14694357000.0,13345591000.0,
Tangible Book Value,5413306000.0,5876697000.0,6132919000.0,5834020000.0,
Invested Capital,21633805000.0,21732994000.0,20373255000.0,18730629000.0,
Working Capital,1814794000.0,2431194000.0,1494206000.0,1155636000.0,
Net Tangible Assets,5413306000.0,5876697000.0,6132919000.0,5834020000.0,
Capital Lease Obligations,763571000.0,768352000.0,454021000.0,448982000.0,
Common Stock Equity,5413306000.0,5876697000.0,6132919000.0,5834020000.0,
Preferred Stock Equity,,,,,200000000.0
Total Capitalization,21133805000.0,21732994000.0,20373255000.0,18585629000.0,
Total Equity Gross Minority Interest,7947656000.0,8192364000.0,8370432000.0,8042796000.0,
Minority Interest,2534350000.0,2315667000.0,2237513000.0,2208776000.0,
Stockholders Equity,5413306000.0,5876697000.0,6132919000.0,5834020000.0,
Gains Losses Not Affecting Retained Earnings,-2072000.0,-21147000.0,-13718000.0,-36662000.0,
Other Equity Adjustments,-2072000.0,-21147000.0,-13718000.0,-36662000.0,
Treasury Stock,2722000.0,2722000.0,2722000.0,2722000.0,
Retained Earnings,-1419575000.0,-816152000.0,-391356000.0,-625891000.0,
Additional Paid In Capital,6836093000.0,6715149000.0,6539147000.0,6497730000.0,
Capital Stock,1582000.0,1569000.0,1568000.0,1565000.0,
Common Stock,1582000.0,1569000.0,1568000.0,1565000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,18137324000.0,17833785000.0,15837237000.0,14322462000.0,
Total Non Current Liabilities Net Minority Interest,16934866000.0,17070596000.0,15145275000.0,13592032000.0,
Other Non Current Liabilities,450796000.0,445947000.0,450918000.0,391441000.0,
Preferred Securities Outside Stock Equity,,,,9568000.0,6897000.0
Long Term Debt And Capital Lease Obligation,16484070000.0,16624649000.0,14694357000.0,13200591000.0,
Long Term Capital Lease Obligation,763571000.0,768352000.0,454021000.0,448982000.0,
Long Term Debt,15720499000.0,15856297000.0,14240336000.0,12751609000.0,
Current Liabilities,1202458000.0,763189000.0,691962000.0,730430000.0,
Current Debt And Capital Lease Obligation,500000000.0,,,145000000.0,
Current Debt,500000000.0,,,145000000.0,
Line Of Credit,0.0,0.0,0.0,145000000.0,
Commercial Paper,500000000.0,0.0,,,
Payables And Accrued Expenses,702458000.0,763189000.0,691962000.0,585430000.0,
Current Accrued Expenses,128098000.0,133684000.0,103774000.0,94796000.0,
Interest Payable,128098000.0,133684000.0,103774000.0,94796000.0,
Payables,574360000.0,629505000.0,588188000.0,490634000.0,
Dividends Payable,172486000.0,171176000.0,170643000.0,169859000.0,
Accounts Payable,401874000.0,458329000.0,417545000.0,320775000.0,
Total Assets,26084980000.0,26026149000.0,24207669000.0,22365258000.0,
Total Non Current Assets,23067728000.0,22831766000.0,22021501000.0,20479192000.0,
Other Non Current Assets,70839000.0,64230000.0,43589000.0,57811000.0,
Non Current Deferred Assets,813345000.0,760421000.0,733282000.0,618798000.0,
Investments And Advances,1133289000.0,1413656000.0,1748188000.0,1526629000.0,
Investmentin Financial Assets,39706000.0,36337000.0,32277000.0,43632000.0,
Long Term Equity Investment,1093583000.0,1377319000.0,1715911000.0,1482997000.0,
Investmentsin Joint Venturesat Cost,1093583000.0,1377319000.0,1715911000.0,1482997000.0,
Investment Properties,21050255000.0,20593459000.0,19496442000.0,18275954000.0,
Current Assets,3017252000.0,3194383000.0,2186168000.0,1886066000.0,
Restricted Cash,80314000.0,81090000.0,46479000.0,48466000.0,
Prepaid Assets,,,,57811000.0,33840000.0
Receivables,1682056000.0,1581816000.0,1449356000.0,1384908000.0,
Other Receivables,1480877000.0,1368916000.0,1289391000.0,1226745000.0,
Notes Receivable,93726000.0,90493000.0,78576000.0,87977000.0,
Accounts Receivable,107453000.0,122407000.0,81389000.0,70186000.0,
Cash Cash Equivalents And Short Term Investments,1254882000.0,1531477000.0,690333000.0,452692000.0,
Cash And Cash Equivalents,1254882000.0,1531477000.0,690333000.0,452692000.0,
