timestamp,esgScore,governanceScore,environmentScore,socialScore
1727740800,19.9,6.25,4.84,8.81
1730419200,19.9,6.25,4.84,8.81
1733011200,19.9,6.25,4.84,8.81
1735689600,19.9,6.25,4.84,8.81
1738368000,19.9,6.25,4.84,8.81
1740787200,19.9,6.25,4.84,8.81
1743465600,19.9,6.25,4.84,8.81
1746057600,19.9,6.25,4.84,8.81
