,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2441000000.0,1838100000.0,1207300000.0,1263800000.0,
Repurchase Of Capital Stock,,,,,0.0
Repayment Of Debt,-1947800000.0,-3610000000.0,-2756500000.0,-1235000000.0,
Issuance Of Debt,7215800000.0,5470700000.0,2595300000.0,2994000000.0,
Issuance Of Capital Stock,8506800000.0,120200000.0,123100000.0,1546700000.0,
Capital Expenditure,-141900000.0,-193600000.0,-182700000.0,-128600000.0,
Interest Paid Supplemental Data,346800000.0,270800000.0,240200000.0,215700000.0,
Income Tax Paid Supplemental Data,330600000.0,225800000.0,317600000.0,325400000.0,
End Cash Position,20468600000.0,6543300000.0,4964200000.0,4466300000.0,
Beginning Cash Position,6543300000.0,4964200000.0,4466300000.0,3574300000.0,
Effect Of Exchange Rate Changes,-122900000.0,-33500000.0,-99900000.0,-64500000.0,
Changes In Cash,14048200000.0,1612600000.0,597800000.0,956500000.0,
Financing Cash Flow,13052700000.0,2873900000.0,212600000.0,2995800000.0,
Cash Flow From Continuing Financing Activities,13052700000.0,2873900000.0,212600000.0,2995800000.0,
Net Other Financing Charges,-196700000.0,1366600000.0,680200000.0,82100000.0,
Cash Dividends Paid,-525400000.0,-473600000.0,-429500000.0,-392000000.0,
Common Stock Dividend Paid,-525400000.0,-473600000.0,-429500000.0,-392000000.0,
Net Common Stock Issuance,8506800000.0,120200000.0,123100000.0,1546700000.0,
Common Stock Payments,,,,,0.0
Common Stock Issuance,8506800000.0,120200000.0,123100000.0,1546700000.0,
Net Issuance Payments Of Debt,5268000000.0,1860700000.0,-161200000.0,1759000000.0,
Net Short Term Debt Issuance,-40900000.0,41700000.0,25300000.0,45000000.0,
Short Term Debt Payments,-40900000.0,-3610000000.0,-2555000000.0,-1235000000.0,
Short Term Debt Issuance,,41700000.0,25300000.0,1280000000.0,2646000000.0
Net Long Term Debt Issuance,5308900000.0,1819000000.0,-186500000.0,1714000000.0,
Long Term Debt Payments,-1906900000.0,-3610000000.0,-2756500000.0,,
Long Term Debt Issuance,7215800000.0,5429000000.0,2570000000.0,1714000000.0,
Investing Cash Flow,-1587400000.0,-3293000000.0,-1004800000.0,-3431700000.0,
Cash Flow From Continuing Investing Activities,-1587400000.0,-3293000000.0,-1004800000.0,-3431700000.0,
Net Other Investing Changes,-8900000.0,-72900000.0,-69200000.0,-66800000.0,
Net Investment Purchase And Sale,6000000.0,5500000.0,1000000.0,-1100000.0,
Net Business Purchase And Sale,-1442600000.0,-3032000000.0,-753900000.0,-3235200000.0,
Sale Of Business,19700000.0,9900000.0,11000000.0,15700000.0,
Purchase Of Business,-1462300000.0,-3041900000.0,-764900000.0,-3250900000.0,
Capital Expenditure Reported,-141900000.0,-193600000.0,-182700000.0,-128600000.0,
Operating Cash Flow,2582900000.0,2031700000.0,1390000000.0,1392400000.0,
Cash Flow From Continuing Operating Activities,2582900000.0,2031700000.0,1390000000.0,1392400000.0,
Change In Working Capital,40900000.0,-121200000.0,-182700000.0,-112200000.0,
Change In Other Working Capital,-101300000.0,104400000.0,39700000.0,69400000.0,
Change In Other Current Assets,-114300000.0,-107300000.0,-71700000.0,-102800000.0,
Change In Payables And Accrued Expense,321500000.0,385200000.0,168900000.0,93500000.0,
Change In Accrued Expense,363300000.0,462900000.0,119000000.0,217300000.0,
Change In Payable,-41800000.0,-77700000.0,49900000.0,-123800000.0,
Change In Account Payable,,,5084200000.0,35500000.0,1154200000.0
Change In Tax Payable,-41800000.0,-77700000.0,49900000.0,-123800000.0,
Change In Income Tax Payable,-41800000.0,-77700000.0,49900000.0,-123800000.0,
Change In Receivables,-65000000.0,-503500000.0,-319600000.0,-172300000.0,
Changes In Account Receivables,-65000000.0,-503500000.0,-319600000.0,-172300000.0,
Other Non Cash Items,101100000.0,414000000.0,86700000.0,158900000.0,
Stock Based Compensation,41900000.0,31400000.0,24400000.0,13400000.0,
Deferred Tax,108600000.0,43100000.0,-209000000.0,-184000000.0,
Deferred Income Tax,108600000.0,43100000.0,-209000000.0,-184000000.0,
Depreciation Amortization Depletion,842300000.0,696500000.0,599600000.0,566300000.0,
Depreciation And Amortization,842300000.0,696500000.0,599600000.0,566300000.0,
Operating Gains Losses,-22300000.0,1900000.0,-45000000.0,-5000000.0,
Gain Loss On Investment Securities,-22700000.0,-8400000.0,-11000000.0,-17000000.0,
Net Foreign Currency Exchange Gain Loss,400000.0,10300000.0,-34000000.0,2300000.0,
Net Income From Continuing Operations,1470400000.0,966000000.0,1116000000.0,955000000.0,
