,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,619642000.0,442177000.0,428205000.0,579008000.0,
Repurchase Of Capital Stock,-13541000.0,-70277000.0,-626061000.0,-648930000.0,
Repayment Of Debt,-900000000.0,-670040000.0,-145000000.0,-350000000.0,
Issuance Of Debt,170000000.0,1450040000.0,205000000.0,510000000.0,
Capital Expenditure,-142481000.0,-160632000.0,-183456000.0,-168266000.0,
Interest Paid Supplemental Data,92096000.0,94099000.0,48083000.0,42408000.0,
Income Tax Paid Supplemental Data,183341000.0,243316000.0,160082000.0,153504000.0,
End Cash Position,324421000.0,395076000.0,480529000.0,501234000.0,
Beginning Cash Position,395076000.0,480529000.0,501234000.0,436695000.0,
Effect Of Exchange Rate Changes,7920000.0,-948000.0,-14766000.0,-12830000.0,
Changes In Cash,-78575000.0,-84505000.0,-5939000.0,77369000.0,
Financing Cash Flow,-696675000.0,754951000.0,-509633000.0,-438275000.0,
Cash Flow From Continuing Financing Activities,-696675000.0,754951000.0,-509633000.0,-438275000.0,
Net Other Financing Charges,16500000.0,15436000.0,13627000.0,-4988000.0,
Proceeds From Stock Option Exercised,30366000.0,29792000.0,42801000.0,55643000.0,
Net Common Stock Issuance,-13541000.0,-70277000.0,-626061000.0,-648930000.0,
Common Stock Payments,-13541000.0,-70277000.0,-626061000.0,-648930000.0,
Net Issuance Payments Of Debt,-730000000.0,780000000.0,60000000.0,160000000.0,
Net Long Term Debt Issuance,-730000000.0,780000000.0,60000000.0,160000000.0,
Long Term Debt Payments,-900000000.0,-670040000.0,-145000000.0,-350000000.0,
Long Term Debt Issuance,170000000.0,1450040000.0,205000000.0,510000000.0,
Investing Cash Flow,-144023000.0,-1442265000.0,-107967000.0,-231630000.0,
Cash Flow From Continuing Investing Activities,-144023000.0,-1442265000.0,-107967000.0,-231630000.0,
Net Other Investing Changes,,-1282354000.0,,,
Net Investment Purchase And Sale,-53000.0,-21000.0,66586000.0,-61576000.0,
Sale Of Investment,3676000.0,1770000.0,77993000.0,218084000.0,
Purchase Of Investment,-3729000.0,-1791000.0,-11407000.0,-279660000.0,
Net Business Purchase And Sale,-1489000.0,-1281612000.0,8903000.0,-1788000.0,
Purchase Of Business,0.0,-1282354000.0,0.0,-1788000.0,
Net Intangibles Purchase And Sale,0.0,0.0,-7535000.0,-7000000.0,
Purchase Of Intangibles,0.0,0.0,-7535000.0,-7000000.0,
Net PPE Purchase And Sale,-142481000.0,-160632000.0,-175921000.0,-161266000.0,
Purchase Of PPE,-142481000.0,-160632000.0,-175921000.0,-161266000.0,
Capital Expenditure Reported,,,,,-172384000.0
Operating Cash Flow,762123000.0,602809000.0,611661000.0,747274000.0,
Cash Flow From Continuing Operating Activities,762123000.0,602809000.0,611661000.0,747274000.0,
Taxes Refund Paid,,,,0.0,0.0
Change In Working Capital,-111368000.0,-240259000.0,-247096000.0,-114093000.0,
Change In Other Working Capital,6165000.0,10433000.0,12862000.0,37845000.0,
Change In Other Current Liabilities,-128938000.0,-105476000.0,-52578000.0,-52075000.0,
Change In Other Current Assets,-4883000.0,-69428000.0,-28588000.0,-16275000.0,
Change In Payables And Accrued Expense,61585000.0,-79524000.0,60984000.0,46110000.0,
Change In Payable,61585000.0,-79524000.0,60984000.0,46110000.0,
Change In Account Payable,61585000.0,-79524000.0,60984000.0,46110000.0,
Change In Inventory,20943000.0,-45443000.0,-101902000.0,-67250000.0,
Change In Receivables,-66240000.0,49179000.0,-137874000.0,-62448000.0,
Changes In Account Receivables,-66240000.0,49179000.0,-137874000.0,-62448000.0,
Other Non Cash Items,,,10003000.0,,
Stock Based Compensation,44709000.0,36868000.0,42564000.0,29918000.0,
Unrealized Gain Loss On Investment Securities,,0.0,0.0,-9707000.0,0.0
Asset Impairment Charge,,,0.0,0.0,6945000.0
Deferred Tax,-877000.0,-1197000.0,-31988000.0,16633000.0,
Deferred Income Tax,-877000.0,-1197000.0,-31988000.0,16633000.0,
Depreciation Amortization Depletion,191825000.0,165905000.0,130423000.0,131680000.0,
Depreciation And Amortization,191825000.0,165905000.0,130423000.0,131680000.0,
Amortization Cash Flow,104807000.0,81280000.0,58425000.0,60120000.0,
Amortization Of Intangibles,104807000.0,81280000.0,58425000.0,60120000.0,
Depreciation,87018000.0,84625000.0,71998000.0,71560000.0,
Operating Gains Losses,,-742000.0,,,
Gain Loss On Investment Securities,,-742000.0,,,
Net Income From Continuing Operations,637834000.0,642234000.0,707755000.0,692843000.0,
