,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,4534100000.0,3690400000.0,3056600000.0,3124500000.0,
Repurchase Of Capital Stock,-1042400000.0,-740400000.0,-1695000000.0,-937200000.0,
Repayment Of Debt,-100000.0,-764000000.0,-302000000.0,-1800000.0,
Issuance Of Debt,21800000.0,691500000.0,15400000.0,0.0,
Issuance Of Capital Stock,67700000.0,57800000.0,181700000.0,86700000.0,
Capital Expenditure,-68800000.0,-102000000.0,-116300000.0,-129900000.0,
Interest Paid Supplemental Data,170300000.0,170700000.0,175800000.0,166100000.0,
Income Tax Paid Supplemental Data,117700000.0,68100000.0,142100000.0,109900000.0,
End Cash Position,4211900000.0,4707700000.0,4848000000.0,2332000000.0,
Beginning Cash Position,4707700000.0,4848000000.0,2332000000.0,2849800000.0,
Changes In Cash,-495800000.0,-140300000.0,2516000000.0,-517800000.0,
Financing Cash Flow,300300000.0,-2585800000.0,-1715400000.0,1921500000.0,
Cash Flow From Continuing Financing Activities,300300000.0,-2585800000.0,-1715400000.0,1921500000.0,
Net Other Financing Charges,1813800000.0,-1186700000.0,725900000.0,3417700000.0,
Cash Dividends Paid,-658400000.0,-625500000.0,-642300000.0,-654100000.0,
Common Stock Dividend Paid,-658400000.0,-625500000.0,-642300000.0,-654100000.0,
Net Common Stock Issuance,-974700000.0,-682600000.0,-1513300000.0,-850500000.0,
Common Stock Payments,-1042400000.0,-740400000.0,-1695000000.0,-937200000.0,
Common Stock Issuance,67700000.0,57800000.0,181700000.0,86700000.0,
Net Issuance Payments Of Debt,119600000.0,-91000000.0,-285700000.0,8400000.0,
Net Short Term Debt Issuance,97900000.0,-18500000.0,900000.0,10200000.0,
Short Term Debt Payments,,,,,-12600000.0
Short Term Debt Issuance,,,900000.0,10200000.0,
Net Long Term Debt Issuance,21700000.0,-72500000.0,-286600000.0,-1800000.0,
Long Term Debt Payments,-100000.0,-764000000.0,-302000000.0,-1800000.0,
Long Term Debt Issuance,21800000.0,691500000.0,15400000.0,0.0,
Investing Cash Flow,-5399000000.0,-1346900000.0,1058500000.0,-5693700000.0,
Cash Flow From Continuing Investing Activities,-5399000000.0,-1346900000.0,1058500000.0,-5693700000.0,
Net Investment Purchase And Sale,-4707300000.0,-1257200000.0,2162600000.0,-3072800000.0,
Sale Of Investment,10954800000.0,11079100000.0,21583400000.0,13695300000.0,
Purchase Of Investment,-15662100000.0,-12336300000.0,-19420800000.0,-16768100000.0,
Net Investment Properties Purchase And Sale,-42000000.0,-55500000.0,128800000.0,-147700000.0,
Sale Of Investment Properties,125800000.0,132000000.0,374000000.0,133700000.0,
Purchase Of Investment Properties,-167800000.0,-187500000.0,-245200000.0,-281400000.0,
Net Business Purchase And Sale,-27100000.0,0.0,0.0,27000000.0,
Sale Of Business,,0.0,0.0,27000000.0,0.0
Purchase Of Business,-27100000.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,-68800000.0,-102000000.0,-116300000.0,-129900000.0,
Purchase Of PPE,-68800000.0,-102000000.0,-116300000.0,-129900000.0,
Operating Cash Flow,4602900000.0,3792400000.0,3172900000.0,3254400000.0,
Cash Flow From Continuing Operating Activities,4602900000.0,3792400000.0,3172900000.0,3254400000.0,
Change In Working Capital,2692400000.0,1934400000.0,2461900000.0,1643500000.0,
Change In Other Working Capital,74400000.0,-490800000.0,4234900000.0,90900000.0,
Change In Payables And Accrued Expense,,,,,442500000.0
Change In Payable,,,,,442500000.0
Change In Tax Payable,,,,,442500000.0
Change In Income Tax Payable,,,,,442500000.0
Change In Receivables,53100000.0,-36700000.0,-3301900000.0,8300000.0,
Changes In Account Receivables,53100000.0,-36700000.0,-3301900000.0,8300000.0,
Other Non Cash Items,13600000.0,-495000000.0,-565000000.0,-488100000.0,
Stock Based Compensation,108700000.0,99400000.0,91300000.0,96100000.0,
Unrealized Gain Loss On Investment Securities,-130000000.0,-55400000.0,185300000.0,-66700000.0,
Amortization Of Securities,431000000.0,428100000.0,422400000.0,405800000.0,
Depreciation And Amortization,256200000.0,272700000.0,295900000.0,275300000.0,
Operating Gains Losses,83900000.0,-179500000.0,-627300000.0,-252000000.0,
Earnings Losses From Equity Investments,10900000.0,-110200000.0,-111000000.0,-189800000.0,
Gain Loss On Investment Securities,160700000.0,95700000.0,233100000.0,-62200000.0,
Gain Loss On Sale Of Business,-87700000.0,-165000000.0,-749400000.0,0.0,
Net Income From Continuing Operations,1597900000.0,670100000.0,4797500000.0,1627000000.0,
