,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,8611000000.0,9091000000.0,8051000000.0,8236000000.0,
Repurchase Of Capital Stock,-3400000000.0,-1000000000.0,-1825000000.0,-1675000000.0,
Repayment Of Debt,-1121000000.0,-3566000000.0,-1105000000.0,-6542000000.0,
Issuance Of Debt,0.0,2998000000.0,0.0,5472000000.0,
Capital Expenditure,-142000000.0,-196000000.0,-205000000.0,-169000000.0,
Interest Paid Supplemental Data,1113000000.0,1116000000.0,1119000000.0,1189000000.0,
Income Tax Paid Supplemental Data,1802000000.0,1890000000.0,2657000000.0,2673000000.0,
End Cash Position,3158000000.0,3721000000.0,4091000000.0,4594000000.0,
Beginning Cash Position,3721000000.0,4091000000.0,4594000000.0,5006000000.0,
Changes In Cash,-563000000.0,-370000000.0,-503000000.0,-412000000.0,
Financing Cash Flow,-11491000000.0,-8374000000.0,-9541000000.0,-10029000000.0,
Cash Flow From Continuing Financing Activities,-11491000000.0,-8374000000.0,-9541000000.0,-10029000000.0,
Net Other Financing Charges,-125000000.0,-27000000.0,-12000000.0,-838000000.0,
Cash Dividends Paid,-6845000000.0,-6779000000.0,-6599000000.0,-6446000000.0,
Common Stock Dividend Paid,-6845000000.0,-6779000000.0,-6599000000.0,-6446000000.0,
Net Common Stock Issuance,-3400000000.0,-1000000000.0,-1825000000.0,-1675000000.0,
Common Stock Payments,-3400000000.0,-1000000000.0,-1825000000.0,-1675000000.0,
Net Issuance Payments Of Debt,-1121000000.0,-568000000.0,-1105000000.0,-1070000000.0,
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,
Short Term Debt Payments,0.0,-2000000000.0,0.0,0.0,
Short Term Debt Issuance,0.0,2000000000.0,0.0,0.0,
Net Long Term Debt Issuance,-1121000000.0,-568000000.0,-1105000000.0,-1070000000.0,
Long Term Debt Payments,-1121000000.0,-1566000000.0,-1105000000.0,-6542000000.0,
Long Term Debt Issuance,0.0,998000000.0,0.0,5472000000.0,
Investing Cash Flow,2175000000.0,-1283000000.0,782000000.0,1212000000.0,
Cash Flow From Continuing Investing Activities,2175000000.0,-1283000000.0,782000000.0,1212000000.0,
Net Other Investing Changes,-36000000.0,-36000000.0,-13000000.0,205000000.0,
Net Business Purchase And Sale,2353000000.0,-1051000000.0,1000000000.0,1176000000.0,
Sale Of Business,2353000000.0,1700000000.0,1000000000.0,1176000000.0,
Purchase Of Business,0.0,-2751000000.0,0.0,0.0,
Capital Expenditure Reported,-142000000.0,-196000000.0,-205000000.0,-169000000.0,
Operating Cash Flow,8753000000.0,9287000000.0,8256000000.0,8405000000.0,
Cash Flow From Continuing Operating Activities,8753000000.0,9287000000.0,8256000000.0,8405000000.0,
Dividend Received Cfo,139000000.0,163000000.0,104000000.0,119000000.0,
Change In Working Capital,151000000.0,-47000000.0,-586000000.0,3000000.0,
Change In Other Working Capital,248000000.0,286000000.0,-247000000.0,16000000.0,
Change In Payables And Accrued Expense,-93000000.0,-324000000.0,-332000000.0,-52000000.0,
Change In Accrued Expense,-209000000.0,-362000000.0,-424000000.0,-215000000.0,
Change In Payable,116000000.0,38000000.0,92000000.0,163000000.0,
Change In Account Payable,116000000.0,38000000.0,92000000.0,163000000.0,
Change In Inventory,102000000.0,-15000000.0,14000000.0,57000000.0,
Change In Receivables,-106000000.0,6000000.0,-21000000.0,-18000000.0,
Other Non Cash Items,53000000.0,131000000.0,23000000.0,-31000000.0,
Asset Impairment Charge,389000000.0,0.0,0.0,0.0,
Deferred Tax,-177000000.0,881000000.0,-931000000.0,-1181000000.0,
Deferred Income Tax,-177000000.0,881000000.0,-931000000.0,-1181000000.0,
Depreciation Amortization Depletion,286000000.0,272000000.0,226000000.0,244000000.0,
Depreciation And Amortization,286000000.0,272000000.0,226000000.0,244000000.0,
Amortization Cash Flow,139000000.0,128000000.0,73000000.0,,
Amortization Of Intangibles,139000000.0,128000000.0,73000000.0,,
Depreciation,147000000.0,144000000.0,153000000.0,,
Operating Gains Losses,-3352000000.0,-243000000.0,3656000000.0,6776000000.0,
Pension And Employee Benefit Expense,,,-156000000.0,-175000000.0,-49000000.0
Earnings Losses From Equity Investments,-652000000.0,-243000000.0,3656000000.0,5979000000.0,
Gain Loss On Investment Securities,-2700000000.0,,15000000.0,148000000.0,140000000.0
Net Income From Continuing Operations,11264000000.0,8130000000.0,5764000000.0,2475000000.0,
