,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Free Cash Flow,3031191000.0,3328214000.0,3005382000.0,1953398000.0,
Repurchase Of Capital Stock,-1735746000.0,-1311864000.0,-3967806000.0,-938607000.0,
Repayment Of Debt,0.0,-1087250000.0,-620000000.0,-70000000.0,
Issuance Of Debt,735043000.0,300000000.0,3842409000.0,40343000.0,
Issuance Of Capital Stock,144934000.0,124847000.0,113014000.0,86098000.0,
Capital Expenditure,-277384000.0,-341591000.0,-307320000.0,-231628000.0,
Interest Paid Supplemental Data,276597000.0,223955000.0,154673000.0,154196000.0,
Income Tax Paid Supplemental Data,830835000.0,495101000.0,464526000.0,326002000.0,
End Cash Position,1977129000.0,1927865000.0,1584908000.0,1434610000.0,
Beginning Cash Position,1927865000.0,1584908000.0,1434610000.0,1234409000.0,
Effect Of Exchange Rate Changes,-6309000.0,-13988000.0,-28941000.0,13460000.0,
Changes In Cash,55573000.0,356945000.0,179239000.0,186741000.0,
Financing Cash Flow,-1776017000.0,-2830289000.0,-2257005000.0,-1497881000.0,
Cash Flow From Continuing Financing Activities,-1776017000.0,-2830289000.0,-2257005000.0,-1497881000.0,
Net Other Financing Charges,-147207000.0,-123466000.0,-986094000.0,-56362000.0,
Cash Dividends Paid,-773041000.0,-732556000.0,-638528000.0,-559353000.0,
Common Stock Dividend Paid,-773041000.0,-732556000.0,-638528000.0,-559353000.0,
Net Common Stock Issuance,-1590812000.0,-1187017000.0,-3854792000.0,-852509000.0,
Common Stock Payments,-1735746000.0,-1311864000.0,-3967806000.0,-938607000.0,
Common Stock Issuance,144934000.0,124847000.0,113014000.0,86098000.0,
Net Issuance Payments Of Debt,735043000.0,-787250000.0,3222409000.0,-29657000.0,
Net Short Term Debt Issuance,,,,0.0,450000000.0
Short Term Debt Issuance,,,,0.0,450000000.0
Net Long Term Debt Issuance,735043000.0,-787250000.0,3222409000.0,-29657000.0,
Long Term Debt Payments,0.0,-1087250000.0,-620000000.0,-70000000.0,
Long Term Debt Issuance,735043000.0,300000000.0,3842409000.0,40343000.0,
Investing Cash Flow,-1476985000.0,-482571000.0,-876458000.0,-500404000.0,
Cash Flow From Continuing Investing Activities,-1476985000.0,-482571000.0,-876458000.0,-500404000.0,
Net Other Investing Changes,5079000.0,,27658000.0,1855000.0,
Net Investment Purchase And Sale,-1200998000.0,-189194000.0,-117683000.0,-287464000.0,
Sale Of Investment,1690087000.0,1349350000.0,991231000.0,839147000.0,
Purchase Of Investment,-2891085000.0,-1538544000.0,-1108914000.0,-1126611000.0,
Net Business Purchase And Sale,-3682000.0,48214000.0,-479113000.0,16833000.0,
Sale Of Business,0.0,75358000.0,0.0,16833000.0,
Purchase Of Business,-3682000.0,-27144000.0,-479113000.0,0.0,
Capital Expenditure Reported,-277384000.0,-341591000.0,-307320000.0,-231628000.0,
Operating Cash Flow,3308575000.0,3669805000.0,3312702000.0,2185026000.0,
Cash Flow From Continuing Operating Activities,3308575000.0,3669805000.0,3312702000.0,2185026000.0,
Change In Working Capital,-201181000.0,10113000.0,-305411000.0,-243313000.0,
Change In Other Working Capital,537242000.0,238973000.0,343086000.0,1171000.0,
Change In Other Current Liabilities,-228904000.0,834400000.0,544270000.0,245623000.0,
Change In Other Current Assets,-289509000.0,-121018000.0,-217070000.0,-96218000.0,
Change In Payables And Accrued Expense,24976000.0,-144661000.0,101632000.0,79366000.0,
Change In Payable,24976000.0,-144661000.0,101632000.0,79366000.0,
Change In Account Payable,24976000.0,-144661000.0,101632000.0,79366000.0,
Change In Inventory,-164092000.0,-749047000.0,-567003000.0,-270100000.0,
Change In Receivables,-80894000.0,-48534000.0,-510326000.0,-203155000.0,
Changes In Account Receivables,-80894000.0,-48534000.0,-510326000.0,-203155000.0,
Other Non Cash Items,415000.0,8270000.0,82799000.0,,-21518000.0
Stock Based Compensation,212695000.0,171424000.0,126918000.0,111836000.0,
Unrealized Gain Loss On Investment Securities,,0.0,0.0,-26719000.0,0.0
Asset Impairment Charge,300781000.0,9905000.0,5962000.0,842000.0,
Deferred Tax,-155228000.0,-298145000.0,-329501000.0,-44445000.0,
Deferred Income Tax,-155228000.0,-298145000.0,-329501000.0,-44445000.0,
Depreciation Amortization Depletion,401730000.0,415113000.0,363344000.0,333335000.0,
Depreciation And Amortization,401730000.0,415113000.0,363344000.0,333335000.0,
Operating Gains Losses,-12118000.0,-34226000.0,129330000.0,-23863000.0,
Gain Loss On Investment Securities,415000.0,,82799000.0,,-21518000.0
Net Foreign Currency Exchange Gain Loss,-12533000.0,-17825000.0,46531000.0,-19441000.0,
Gain Loss On Sale Of Business,0.0,-29687000.0,0.0,-4422000.0,
Net Income From Continuing Operations,2761896000.0,3387351000.0,3322060000.0,2077353000.0,
