,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,8957000000.0,10240000000.0,7361000000.0,6037000000.0,
Repurchase Of Capital Stock,-7034000000.0,-2284000000.0,-7607000000.0,-7742000000.0,
Repayment Of Debt,-3000000000.0,-2967000000.0,-500000000.0,-4578000000.0,
Issuance Of Debt,4462000000.0,1491000000.0,0.0,4260000000.0,
Issuance Of Capital Stock,305000000.0,187000000.0,389000000.0,326000000.0,
Capital Expenditure,-1406000000.0,-1573000000.0,-1295000000.0,-1154000000.0,
Interest Paid Supplemental Data,1342000000.0,1330000000.0,1229000000.0,1253000000.0,
Income Tax Paid Supplemental Data,898000000.0,1471000000.0,1850000000.0,2240000000.0,
End Cash Position,8931000000.0,8337000000.0,5976000000.0,5548000000.0,
Beginning Cash Position,8337000000.0,5976000000.0,5548000000.0,10245000000.0,
Effect Of Exchange Rate Changes,-20000000.0,16000000.0,-86000000.0,-65000000.0,
Changes In Cash,614000000.0,2345000000.0,514000000.0,-4632000000.0,
Financing Cash Flow,-7647000000.0,-4294000000.0,-11240000000.0,-8212000000.0,
Cash Flow From Continuing Financing Activities,-7647000000.0,-4294000000.0,-11240000000.0,-8212000000.0,
Net Other Financing Charges,-411000000.0,-469000000.0,-79000000.0,-112000000.0,
Cash Dividends Paid,-1567000000.0,-1450000000.0,-1384000000.0,-1341000000.0,
Common Stock Dividend Paid,-1567000000.0,-1450000000.0,-1384000000.0,-1341000000.0,
Net Common Stock Issuance,-6729000000.0,-2097000000.0,-7218000000.0,-7416000000.0,
Common Stock Payments,-7034000000.0,-2284000000.0,-7607000000.0,-7742000000.0,
Common Stock Issuance,305000000.0,187000000.0,389000000.0,326000000.0,
Net Issuance Payments Of Debt,1060000000.0,-278000000.0,-2559000000.0,657000000.0,
Net Short Term Debt Issuance,-402000000.0,1198000000.0,-2059000000.0,975000000.0,
Net Long Term Debt Issuance,1462000000.0,-1476000000.0,-500000000.0,-318000000.0,
Long Term Debt Payments,-3000000000.0,-2967000000.0,-500000000.0,-4578000000.0,
Long Term Debt Issuance,4462000000.0,1491000000.0,0.0,4260000000.0,
Investing Cash Flow,-2102000000.0,-5174000000.0,3098000000.0,-3611000000.0,
Cash Flow From Continuing Investing Activities,-2102000000.0,-5174000000.0,3098000000.0,-3611000000.0,
Net Other Investing Changes,-972000000.0,-332000000.0,-170000000.0,97000000.0,
Net Investment Purchase And Sale,-248000000.0,-2903000000.0,-209000000.0,-513000000.0,
Sale Of Investment,2447000000.0,2636000000.0,4110000000.0,5594000000.0,
Purchase Of Investment,-2695000000.0,-5539000000.0,-4319000000.0,-6107000000.0,
Net Business Purchase And Sale,390000000.0,-434000000.0,4835000000.0,-1894000000.0,
Sale Of Business,521000000.0,13000000.0,4835000000.0,,5592000000.0
Purchase Of Business,-131000000.0,-447000000.0,0.0,-1894000000.0,
Net PPE Purchase And Sale,-1406000000.0,-1573000000.0,-1295000000.0,-1154000000.0,
Purchase Of PPE,-1406000000.0,-1573000000.0,-1295000000.0,-1154000000.0,
Operating Cash Flow,10363000000.0,11813000000.0,8656000000.0,7191000000.0,
Cash Flow From Continuing Operating Activities,10363000000.0,11813000000.0,8656000000.0,7191000000.0,
Change In Working Capital,1192000000.0,3488000000.0,584000000.0,-879000000.0,
Change In Other Working Capital,774000000.0,463000000.0,325000000.0,333000000.0,
Change In Other Current Assets,-1032000000.0,-868000000.0,-1055000000.0,-557000000.0,
Change In Payables And Accrued Expense,9895000000.0,5511000000.0,3494000000.0,2038000000.0,
Change In Payable,9895000000.0,5511000000.0,3494000000.0,2038000000.0,
Change In Account Payable,9895000000.0,5511000000.0,3494000000.0,2038000000.0,
Change In Receivables,-7854000000.0,-2202000000.0,-1844000000.0,-3498000000.0,
Changes In Account Receivables,-7854000000.0,-2202000000.0,-1844000000.0,-3498000000.0,
Other Non Cash Items,,,,141000000.0,199000000.0
Deferred Tax,-95000000.0,-1659000000.0,-472000000.0,-216000000.0,
Deferred Income Tax,-95000000.0,-1659000000.0,-472000000.0,-216000000.0,
Depreciation And Amortization,2775000000.0,3035000000.0,2937000000.0,2923000000.0,
Amortization Cash Flow,2527000000.0,2768000000.0,2674000000.0,,
Amortization Of Intangibles,2527000000.0,2768000000.0,2674000000.0,,
Depreciation,248000000.0,267000000.0,263000000.0,,
Operating Gains Losses,2713000000.0,1577000000.0,-1175000000.0,-198000000.0,
Gain Loss On Investment Securities,2737000000.0,78000000.0,487000000.0,-198000000.0,
Gain Loss On Sale Of Business,-24000000.0,1499000000.0,-1662000000.0,0.0,
Net Income From Continuing Operations,3778000000.0,5372000000.0,6782000000.0,5420000000.0,
