,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,524000000.0,2186000000.0,-6104000000.0,-3293000000.0,
Repurchase Of Capital Stock,-1100000000.0,-600000000.0,-200000000.0,-100000000.0,
Repayment Of Debt,-1830000000.0,-2163000000.0,-2885000000.0,-4627000000.0,
Issuance Of Debt,3246000000.0,2393000000.0,2180000000.0,3530000000.0,
Capital Expenditure,-1376000000.0,-1122000000.0,-555000000.0,-399000000.0,
End Cash Position,3328000000.0,2623000000.0,1152000000.0,905000000.0,
Beginning Cash Position,2623000000.0,1152000000.0,905000000.0,381000000.0,
Effect Of Exchange Rate Changes,9000000.0,28000000.0,66000000.0,-63000000.0,
Changes In Cash,696000000.0,1443000000.0,181000000.0,587000000.0,
Financing Cash Flow,-90000000.0,-856000000.0,-769000000.0,-1632000000.0,
Cash Flow From Continuing Financing Activities,-90000000.0,-856000000.0,-769000000.0,-1632000000.0,
Net Other Financing Charges,-39000000.0,-112000000.0,393000000.0,-228000000.0,
Proceeds From Stock Option Exercised,11000000.0,9000000.0,92000000.0,116000000.0,
Cash Dividends Paid,-378000000.0,-383000000.0,-349000000.0,-323000000.0,
Preferred Stock Dividend Paid,,0.0,-8000000.0,-34000000.0,-34000000.0
Common Stock Dividend Paid,-378000000.0,-383000000.0,-349000000.0,-289000000.0,
Net Common Stock Issuance,-1100000000.0,-600000000.0,-200000000.0,-100000000.0,
Common Stock Payments,-1100000000.0,-600000000.0,-200000000.0,-100000000.0,
Net Issuance Payments Of Debt,1416000000.0,230000000.0,-705000000.0,-1097000000.0,
Net Short Term Debt Issuance,124000000.0,398000000.0,24000000.0,-2094000000.0,
Short Term Debt Payments,-1077000000.0,-987000000.0,-1856000000.0,-4623000000.0,
Short Term Debt Issuance,1201000000.0,1385000000.0,1880000000.0,2529000000.0,
Net Long Term Debt Issuance,1292000000.0,-168000000.0,-729000000.0,997000000.0,
Long Term Debt Payments,-753000000.0,-1176000000.0,-1029000000.0,-4000000.0,
Long Term Debt Issuance,2045000000.0,1008000000.0,300000000.0,1001000000.0,
Investing Cash Flow,-1114000000.0,-1009000000.0,6499000000.0,5113000000.0,
Cash Flow From Continuing Investing Activities,-1114000000.0,-1009000000.0,6499000000.0,5113000000.0,
Net Other Investing Changes,-86000000.0,163000000.0,6731000000.0,5082000000.0,
Interest Received Cfi,,,,-177000000.0,0.0
Net Investment Purchase And Sale,-327000000.0,-84000000.0,-130000000.0,-171000000.0,
Sale Of Investment,958000000.0,49000000.0,326000000.0,171000000.0,
Purchase Of Investment,-1285000000.0,-133000000.0,-456000000.0,-342000000.0,
Net Business Purchase And Sale,675000000.0,34000000.0,453000000.0,601000000.0,
Sale Of Business,736000000.0,170000000.0,508000000.0,647000000.0,
Purchase Of Business,-61000000.0,-136000000.0,-55000000.0,-46000000.0,
Capital Expenditure Reported,-1376000000.0,-1122000000.0,-555000000.0,-399000000.0,
Operating Cash Flow,1900000000.0,3308000000.0,-5549000000.0,-2894000000.0,
Cash Flow From Continuing Operating Activities,1900000000.0,3308000000.0,-5549000000.0,-2894000000.0,
Change In Working Capital,95000000.0,673000000.0,-7627000000.0,-5007000000.0,
Change In Other Working Capital,197000000.0,-64000000.0,-590000000.0,-4679000000.0,
Change In Other Current Assets,-36000000.0,23000000.0,325000000.0,-82000000.0,
Change In Payables And Accrued Expense,-538000000.0,-939000000.0,67000000.0,1633000000.0,
Change In Accrued Expense,,,,39000000.0,58000000.0
Change In Payable,,,,1594000000.0,97000000.0
Change In Account Payable,,,,1594000000.0,97000000.0
Change In Prepaid Assets,207000000.0,-121000000.0,-14000000.0,-48000000.0,
Change In Inventory,96000000.0,1518000000.0,-269000000.0,-1301000000.0,
Change In Receivables,169000000.0,256000000.0,-7146000000.0,-530000000.0,
Changes In Account Receivables,169000000.0,256000000.0,-7146000000.0,-530000000.0,
Other Non Cash Items,65000000.0,117000000.0,97000000.0,6000000.0,
Stock Based Compensation,65000000.0,69000000.0,65000000.0,61000000.0,
Asset Impairment Charge,41000000.0,104000000.0,162000000.0,226000000.0,
Deferred Tax,-10000000.0,-1000000.0,-119000000.0,-272000000.0,
Deferred Income Tax,-10000000.0,-1000000.0,-119000000.0,-272000000.0,
Depreciation Amortization Depletion,468000000.0,451000000.0,408000000.0,424000000.0,
Operating Gains Losses,-12000000.0,-442000000.0,-213000000.0,-499000000.0,
Earnings Losses From Equity Investments,19000000.0,-157000000.0,-106000000.0,-160000000.0,
Gain Loss On Investment Securities,-205000000.0,-4000000.0,-6000000.0,-417000000.0,
Net Foreign Currency Exchange Gain Loss,174000000.0,-281000000.0,-101000000.0,78000000.0,
Net Income From Continuing Operations,1188000000.0,2337000000.0,1678000000.0,2167000000.0,
