,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,709000000.0,772000000.0,2545000000.0,2386000000.0,
Repurchase Of Capital Stock,,-329000000.0,-1423000000.0,-847000000.0,
Repayment Of Debt,-2713000000.0,-65000000.0,-1493000000.0,-1795000000.0,
Issuance Of Debt,1500000000.0,0.0,0.0,425000000.0,
Issuance Of Capital Stock,,,,,1000000.0
Capital Expenditure,-2911000000.0,-2357000000.0,-2398000000.0,-1110000000.0,
Interest Paid Supplemental Data,372000000.0,329000000.0,322000000.0,442000000.0,
Income Tax Paid Supplemental Data,1097000000.0,1271000000.0,1431000000.0,633000000.0,
End Cash Position,625000000.0,87000000.0,245000000.0,302000000.0,
Beginning Cash Position,87000000.0,245000000.0,302000000.0,262000000.0,
Changes In Cash,538000000.0,-158000000.0,-57000000.0,40000000.0,
Financing Cash Flow,-2158000000.0,-1149000000.0,-3489000000.0,-2623000000.0,
Cash Flow From Continuing Financing Activities,-2158000000.0,-1149000000.0,-3489000000.0,-2623000000.0,
Net Other Financing Charges,-306000000.0,-253000000.0,-390000000.0,-321000000.0,
Cash Dividends Paid,-353000000.0,-308000000.0,-207000000.0,-52000000.0,
Preferred Stock Dividend Paid,,,-11000000.0,-46000000.0,-23000000.0
Common Stock Dividend Paid,-353000000.0,-308000000.0,-207000000.0,-52000000.0,
Net Common Stock Issuance,-246000000.0,-329000000.0,-1423000000.0,-847000000.0,
Common Stock Payments,,-329000000.0,-1423000000.0,-847000000.0,
Common Stock Issuance,,,,,1000000.0
Net Issuance Payments Of Debt,-1253000000.0,-259000000.0,-1469000000.0,-1403000000.0,
Net Short Term Debt Issuance,-40000000.0,-194000000.0,24000000.0,392000000.0,
Short Term Debt Issuance,,,24000000.0,425000000.0,378000000.0
Net Long Term Debt Issuance,-1213000000.0,-65000000.0,-1493000000.0,-1795000000.0,
Long Term Debt Payments,-2713000000.0,-65000000.0,-1493000000.0,-1795000000.0,
Long Term Debt Issuance,1500000000.0,0.0,0.0,0.0,
Investing Cash Flow,-924000000.0,-2138000000.0,-1511000000.0,-833000000.0,
Cash Flow From Continuing Investing Activities,-924000000.0,-2138000000.0,-1511000000.0,-833000000.0,
Net Other Investing Changes,1559000000.0,-9000000.0,806000000.0,277000000.0,
Net Investment Purchase And Sale,,228000000.0,224000000.0,0.0,0.0
Sale Of Investment,,228000000.0,224000000.0,0.0,0.0
Net Business Purchase And Sale,428000000.0,228000000.0,81000000.0,0.0,
Sale Of Business,428000000.0,228000000.0,224000000.0,0.0,
Purchase Of Business,0.0,0.0,-143000000.0,0.0,
Net PPE Purchase And Sale,-2911000000.0,-2357000000.0,-2398000000.0,-1110000000.0,
Purchase Of PPE,-2911000000.0,-2357000000.0,-2398000000.0,-1110000000.0,
Operating Cash Flow,3620000000.0,3129000000.0,4943000000.0,3496000000.0,
Cash Flow From Continuing Operating Activities,3620000000.0,3129000000.0,4943000000.0,3496000000.0,
Change In Working Capital,-535000000.0,-417000000.0,121000000.0,37000000.0,
Change In Other Working Capital,-224000000.0,-58000000.0,-69000000.0,-11000000.0,
Change In Payables And Accrued Expense,-140000000.0,-484000000.0,299000000.0,372000000.0,
Change In Accrued Expense,-221000000.0,-400000000.0,303000000.0,127000000.0,
Change In Payable,81000000.0,-84000000.0,-4000000.0,245000000.0,
Change In Account Payable,81000000.0,-84000000.0,-4000000.0,245000000.0,
Change In Prepaid Assets,-56000000.0,269000000.0,-15000000.0,71000000.0,
Change In Inventory,-11000000.0,13000000.0,-1000000.0,-9000000.0,
Change In Receivables,-104000000.0,-157000000.0,-93000000.0,-386000000.0,
Other Non Cash Items,659000000.0,468000000.0,408000000.0,684000000.0,
Asset Impairment Charge,1129000000.0,61000000.0,0.0,208000000.0,
Deferred Tax,-736000000.0,-1662000000.0,145000000.0,-74000000.0,
Deferred Income Tax,-736000000.0,-1662000000.0,145000000.0,-74000000.0,
Depreciation Amortization Depletion,2266000000.0,1540000000.0,1233000000.0,1360000000.0,
Operating Gains Losses,-281000000.0,-68000000.0,-1046000000.0,-32000000.0,
Gain Loss On Investment Securities,8000000.0,-51000000.0,67000000.0,-69000000.0,
Gain Loss On Sale Of Business,-289000000.0,-8000000.0,-1180000000.0,-67000000.0,
Net Income From Continuing Operations,1118000000.0,3207000000.0,4082000000.0,1313000000.0,
