,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Free Cash Flow,1736300000.0,1563200000.0,1455900000.0,1141900000.0,
Repurchase Of Capital Stock,-169200000.0,0.0,-145200000.0,-155700000.0,
Issuance Of Debt,9000000.0,2000000.0,1300000.0,2300000.0,
Capital Expenditure,-161400000.0,-143000000.0,-133800000.0,-118400000.0,
Interest Paid Supplemental Data,36200000.0,35700000.0,35500000.0,,
Income Tax Paid Supplemental Data,539500000.0,525800000.0,397700000.0,,
End Cash Position,1897000000.0,2134900000.0,928400000.0,1823100000.0,
Beginning Cash Position,2134900000.0,928400000.0,1823100000.0,1659800000.0,
Changes In Cash,-237900000.0,1206500000.0,-894700000.0,163300000.0,
Financing Cash Flow,-1874700000.0,-711400000.0,-979300000.0,-636400000.0,
Cash Flow From Continuing Financing Activities,-1874700000.0,-711400000.0,-979300000.0,-636400000.0,
Net Other Financing Charges,-425300000.0,472000000.0,141600000.0,340000000.0,
Proceeds From Stock Option Exercised,26100000.0,-10400000.0,22600000.0,85700000.0,
Cash Dividends Paid,-1315300000.0,-1175000000.0,-999600000.0,-908700000.0,
Common Stock Dividend Paid,-1315300000.0,-1175000000.0,-999600000.0,-908700000.0,
Net Common Stock Issuance,-169200000.0,0.0,-145200000.0,-155700000.0,
Common Stock Payments,-169200000.0,0.0,-145200000.0,-155700000.0,
Net Issuance Payments Of Debt,9000000.0,2000000.0,1300000.0,2300000.0,
Net Short Term Debt Issuance,9000000.0,2000000.0,1300000.0,2300000.0,
Short Term Debt Issuance,9000000.0,2000000.0,1300000.0,2300000.0,
Net Long Term Debt Issuance,,,,0.0,0.0
Long Term Debt Issuance,,,,0.0,0.0
Investing Cash Flow,-260900000.0,211700000.0,-1505100000.0,-460600000.0,
Cash Flow From Continuing Investing Activities,-260900000.0,211700000.0,-1505100000.0,-460600000.0,
Net Other Investing Changes,-183900000.0,-17200000.0,-94800000.0,-8700000.0,
Net Investment Purchase And Sale,292700000.0,357900000.0,-1252800000.0,-317800000.0,
Sale Of Investment,7161200000.0,14943200000.0,16554900000.0,5771900000.0,
Purchase Of Investment,-6868500000.0,-14585300000.0,-17807700000.0,-6089700000.0,
Net Business Purchase And Sale,-208300000.0,-2700000.0,-24900000.0,-19500000.0,
Purchase Of Business,-208300000.0,-2700000.0,-24900000.0,-19500000.0,
Net PPE Purchase And Sale,-161400000.0,-126300000.0,-132600000.0,-114600000.0,
Sale Of PPE,0.0,16700000.0,1200000.0,3800000.0,
Purchase Of PPE,-161400000.0,-143000000.0,-133800000.0,-118400000.0,
Operating Cash Flow,1897700000.0,1706200000.0,1589700000.0,1260300000.0,
Cash Flow From Continuing Operating Activities,1897700000.0,1706200000.0,1589700000.0,1260300000.0,
Change In Working Capital,-280400000.0,-312400000.0,-291700000.0,-294700000.0,
Change In Other Working Capital,-242300000.0,-243100000.0,-245100000.0,-176800000.0,
Change In Payables And Accrued Expense,-127000000.0,86300000.0,113100000.0,169000000.0,
Change In Payable,-127000000.0,86300000.0,113100000.0,169000000.0,
Change In Account Payable,-127000000.0,86300000.0,113100000.0,169000000.0,
Change In Prepaid Assets,-25200000.0,-17800000.0,-7700000.0,-15800000.0,
Change In Receivables,114100000.0,-137800000.0,-152000000.0,-271100000.0,
Changes In Account Receivables,113000000.0,-135700000.0,-154100000.0,-272900000.0,
Other Non Cash Items,231700000.0,219100000.0,202100000.0,191400000.0,
Stock Based Compensation,61100000.0,62600000.0,52800000.0,52500000.0,
Provisionand Write Offof Assets,19800000.0,17700000.0,10500000.0,8000000.0,
Amortization Of Securities,-7000000.0,18200000.0,28900000.0,35800000.0,
Deferred Tax,-29800000.0,-44000000.0,2300000.0,-21000000.0,
Deferred Income Tax,-29800000.0,-44000000.0,2300000.0,-21000000.0,
Depreciation Amortization Depletion,176500000.0,176600000.0,191800000.0,192000000.0,
Depreciation And Amortization,176500000.0,176600000.0,191800000.0,192000000.0,
Amortization Cash Flow,49000000.0,48200000.0,58100000.0,68600000.0,
Amortization Of Intangibles,49000000.0,48200000.0,58100000.0,68600000.0,
Depreciation,127500000.0,128400000.0,133700000.0,123400000.0,
Operating Gains Losses,35400000.0,11100000.0,200000.0,-1200000.0,
Gain Loss On Investment Securities,2600000.0,9800000.0,-200000.0,-1200000.0,
Net Income From Continuing Operations,1690400000.0,1557300000.0,1392800000.0,1097500000.0,
