,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1401000000.0,175000000.0,1369000000.0,2154000000.0,
Repurchase Of Capital Stock,-627000000.0,-665000000.0,-1850000000.0,-369000000.0,
Repayment Of Debt,-4050000000.0,-4621000000.0,-1655000000.0,-409000000.0,
Issuance Of Debt,4843000000.0,5729000000.0,1833000000.0,597000000.0,
Capital Expenditure,-307000000.0,-305000000.0,-260000000.0,-210000000.0,
Interest Paid Supplemental Data,396000000.0,191000000.0,89000000.0,41000000.0,
Income Tax Paid Supplemental Data,467000000.0,467000000.0,604000000.0,330000000.0,
End Cash Position,1221000000.0,1371000000.0,1405000000.0,2540000000.0,
Beginning Cash Position,1371000000.0,1405000000.0,2540000000.0,2039000000.0,
Effect Of Exchange Rate Changes,-123000000.0,13000000.0,-166000000.0,-92000000.0,
Changes In Cash,-27000000.0,-47000000.0,-969000000.0,593000000.0,
Financing Cash Flow,-221000000.0,154000000.0,-1766000000.0,-490000000.0,
Cash Flow From Continuing Financing Activities,-221000000.0,154000000.0,-1766000000.0,-490000000.0,
Net Other Financing Charges,-387000000.0,-289000000.0,-94000000.0,-309000000.0,
Net Common Stock Issuance,-627000000.0,-665000000.0,-1850000000.0,-369000000.0,
Common Stock Payments,-627000000.0,-665000000.0,-1850000000.0,-369000000.0,
Net Issuance Payments Of Debt,793000000.0,1108000000.0,178000000.0,188000000.0,
Net Short Term Debt Issuance,132000000.0,-178000000.0,178000000.0,27000000.0,
Short Term Debt Payments,-4041000000.0,-4184000000.0,-1655000000.0,0.0,
Short Term Debt Issuance,4173000000.0,4006000000.0,1833000000.0,27000000.0,
Net Long Term Debt Issuance,661000000.0,1286000000.0,0.0,161000000.0,
Long Term Debt Payments,-9000000.0,-437000000.0,0.0,-409000000.0,
Long Term Debt Issuance,670000000.0,1723000000.0,0.0,570000000.0,
Investing Cash Flow,-1514000000.0,-681000000.0,-832000000.0,-1281000000.0,
Cash Flow From Continuing Investing Activities,-1514000000.0,-681000000.0,-832000000.0,-1281000000.0,
Net Other Investing Changes,59000000.0,-6000000.0,-101000000.0,-24000000.0,
Dividends Received Cfi,91000000.0,54000000.0,87000000.0,76000000.0,
Net Investment Purchase And Sale,,0.0,-100720000.0,213000000.0,-402500000.0
Sale Of Investment,,0.0,0.0,213000000.0,0.0
Purchase Of Investment,,0.0,-100720000.0,0.0,-402500000.0
Net Investment Properties Purchase And Sale,-154000000.0,-94000000.0,0.0,0.0,
Sale Of Investment Properties,235000000.0,77000000.0,0.0,0.0,
Purchase Of Investment Properties,-389000000.0,-171000000.0,0.0,0.0,
Net Business Purchase And Sale,-1203000000.0,-330000000.0,-558000000.0,-1336000000.0,
Purchase Of Business,-1203000000.0,-330000000.0,-558000000.0,-1336000000.0,
Capital Expenditure Reported,-307000000.0,-305000000.0,-260000000.0,-210000000.0,
Operating Cash Flow,1708000000.0,480000000.0,1629000000.0,2364000000.0,
Cash Flow From Continuing Operating Activities,1708000000.0,480000000.0,1629000000.0,2364000000.0,
Dividend Received Cfo,132000000.0,256000000.0,389000000.0,520000000.0,
Change In Working Capital,164000000.0,-1108000000.0,-574000000.0,317000000.0,
Change In Other Working Capital,198000000.0,-270000000.0,-135000000.0,978000000.0,
Change In Other Current Liabilities,,218000000.0,-830000000.0,-107000000.0,406789000.0
Change In Payables And Accrued Expense,538000000.0,22000000.0,64000000.0,105000000.0,
Change In Payable,,,64102000.0,104749000.0,105491000.0
Change In Account Payable,,,64102000.0,104749000.0,105491000.0
Change In Inventory,,81000000.0,95000000.0,-55000000.0,-105619000.0
Change In Receivables,-572000000.0,-860000000.0,-503000000.0,-766000000.0,
Other Non Cash Items,-321000000.0,-138000000.0,-213000000.0,-202000000.0,
Stock Based Compensation,146000000.0,96000000.0,160000000.0,185000000.0,
Provisionand Write Offof Assets,,16000000.0,17026000.0,24000000.0,44366000.0
Asset Impairment Charge,0.0,0.0,59000000.0,0.0,
Depreciation Amortization Depletion,674000000.0,622000000.0,613000000.0,526000000.0,
Depreciation And Amortization,674000000.0,622000000.0,613000000.0,526000000.0,
Operating Gains Losses,-123000000.0,-275000000.0,-229000000.0,-848000000.0,
Earnings Losses From Equity Investments,19000000.0,-248000000.0,-229000000.0,-619000000.0,
Gain Loss On Investment Securities,-142000000.0,-27000000.0,30482000.0,-42000000.0,
Gain Loss On Sale Of Business,,0.0,0.0,-187000000.0,0.0
Net Income From Continuing Operations,1036000000.0,1027000000.0,1424000000.0,1842000000.0,
