,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,16182000000.0,12632000000.0,11258000000.0,11151000000.0,
Repurchase Of Capital Stock,-1801000000.0,-2411000000.0,-2894000000.0,-4861000000.0,
Repayment Of Debt,-1437000000.0,-475000000.0,-1000000000.0,0.0,
Issuance Of Debt,2408000000.0,0.0,0.0,1576000000.0,
Interest Paid Supplemental Data,599000000.0,553000000.0,552000000.0,492000000.0,
Income Tax Paid Supplemental Data,1662000000.0,1465000000.0,1242000000.0,1298000000.0,
End Cash Position,2549000000.0,2621000000.0,2127000000.0,1811000000.0,
Beginning Cash Position,2621000000.0,2127000000.0,1811000000.0,1836000000.0,
Effect Of Exchange Rate Changes,-150000000.0,-1000000.0,-146000000.0,-106000000.0,
Changes In Cash,78000000.0,495000000.0,462000000.0,81000000.0,
Financing Cash Flow,-2181000000.0,-4489000000.0,-5142000000.0,-4411000000.0,
Cash Flow From Continuing Financing Activities,-2181000000.0,-4489000000.0,-5142000000.0,-4411000000.0,
Net Other Financing Charges,46000000.0,-677000000.0,-139000000.0,-25000000.0,
Proceeds From Stock Option Exercised,356000000.0,212000000.0,264000000.0,300000000.0,
Cash Dividends Paid,-1436000000.0,-1394000000.0,-1375000000.0,-1401000000.0,
Common Stock Dividend Paid,-1436000000.0,-1394000000.0,-1375000000.0,-1401000000.0,
Net Common Stock Issuance,-1801000000.0,-2411000000.0,-2894000000.0,-4861000000.0,
Common Stock Payments,-1801000000.0,-2411000000.0,-2894000000.0,-4861000000.0,
Net Issuance Payments Of Debt,971000000.0,-475000000.0,-1000000000.0,1576000000.0,
Net Long Term Debt Issuance,971000000.0,-475000000.0,-1000000000.0,1576000000.0,
Long Term Debt Payments,-1437000000.0,-475000000.0,-1000000000.0,0.0,
Long Term Debt Issuance,2408000000.0,0.0,0.0,1576000000.0,
Investing Cash Flow,-13923000000.0,-7648000000.0,-5654000000.0,-6659000000.0,
Cash Flow From Continuing Investing Activities,-13923000000.0,-7648000000.0,-5654000000.0,-6659000000.0,
Net Other Investing Changes,-1412000000.0,-889000000.0,-560000000.0,-337000000.0,
Dividends Received Cfi,1397000000.0,1164000000.0,1017000000.0,1421000000.0,
Net Investment Purchase And Sale,-12327000000.0,-5848000000.0,1704000000.0,-4088000000.0,
Sale Of Investment,26621000000.0,24580000000.0,32597000000.0,28114000000.0,
Purchase Of Investment,-38948000000.0,-30428000000.0,-30893000000.0,-32202000000.0,
Net Business Purchase And Sale,-1581000000.0,-2075000000.0,-7815000000.0,-3655000000.0,
Sale Of Business,27000000.0,,,,907000000.0
Purchase Of Business,-1608000000.0,-2075000000.0,-7815000000.0,-3655000000.0,
Operating Cash Flow,16182000000.0,12632000000.0,11258000000.0,11151000000.0,
Cash Flow From Continuing Operating Activities,16182000000.0,12632000000.0,11258000000.0,11151000000.0,
Change In Working Capital,5782000000.0,2263000000.0,3427000000.0,2322000000.0,
Change In Other Working Capital,69000000.0,128000000.0,-149000000.0,48000000.0,
Change In Payables And Accrued Expense,237000000.0,-890000000.0,378000000.0,-1841000000.0,
Change In Payable,237000000.0,-890000000.0,378000000.0,-1841000000.0,
Change In Account Payable,237000000.0,-890000000.0,378000000.0,-1841000000.0,
Change In Tax Payable,,,-149000000.0,48000000.0,46000000.0
Change In Income Tax Payable,,,-149000000.0,48000000.0,46000000.0
Change In Receivables,-1308000000.0,-1570000000.0,-2433000000.0,-2933000000.0,
Changes In Account Receivables,-1308000000.0,-1570000000.0,-2433000000.0,-2933000000.0,
Other Non Cash Items,1514000000.0,2126000000.0,709000000.0,3234000000.0,
Amortization Of Securities,-367000000.0,-148000000.0,189000000.0,332000000.0,
Deferred Tax,96000000.0,-1124000000.0,318000000.0,-84000000.0,
Deferred Income Tax,96000000.0,-1124000000.0,318000000.0,-84000000.0,
Depreciation And Amortization,323000000.0,310000000.0,285000000.0,287000000.0,
Amortization Cash Flow,323000000.0,310000000.0,285000000.0,287000000.0,
Amortization Of Intangibles,323000000.0,310000000.0,285000000.0,287000000.0,
Operating Gains Losses,-999000000.0,127000000.0,1030000000.0,-3545000000.0,
Earnings Losses From Equity Investments,-967000000.0,-867000000.0,-1000000.0,-2435000000.0,
Gain Loss On Investment Securities,-255000000.0,811000000.0,1428000000.0,-770000000.0,
Net Foreign Currency Exchange Gain Loss,223000000.0,183000000.0,-397000000.0,-340000000.0,
Net Income From Continuing Operations,9640000000.0,9015000000.0,5246000000.0,8525000000.0,
