,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2718000000.0,3257000000.0,3413000000.0,3308000000.0,
Repurchase Of Capital Stock,-2237000000.0,-3482000000.0,-4731000000.0,-2886000000.0,
Repayment Of Debt,-558000000.0,-153000000.0,-186000000.0,-426000000.0,
Issuance Of Debt,550000000.0,600000000.0,2000000000.0,0.0,
Capital Expenditure,-2529000000.0,-2257000000.0,-2113000000.0,-1791000000.0,
Interest Paid Supplemental Data,850000000.0,806000000.0,729000000.0,718000000.0,
Income Tax Paid Supplemental Data,1076000000.0,630000000.0,1167000000.0,931000000.0,
End Cash Position,933000000.0,1353000000.0,1933000000.0,2239000000.0,
Beginning Cash Position,1353000000.0,1933000000.0,2239000000.0,3129000000.0,
Changes In Cash,-420000000.0,-580000000.0,-306000000.0,-890000000.0,
Financing Cash Flow,-3062000000.0,-3867000000.0,-3769000000.0,-4112000000.0,
Cash Flow From Continuing Financing Activities,-3062000000.0,-3867000000.0,-3769000000.0,-4112000000.0,
Net Other Financing Charges,113000000.0,50000000.0,,39000000.0,-34000000.0
Cash Dividends Paid,-930000000.0,-882000000.0,-852000000.0,-839000000.0,
Common Stock Dividend Paid,,,,,-797000000.0
Net Common Stock Issuance,-2237000000.0,-3482000000.0,-4731000000.0,-2886000000.0,
Common Stock Payments,-2237000000.0,-3482000000.0,-4731000000.0,-2886000000.0,
Net Issuance Payments Of Debt,-8000000.0,447000000.0,1814000000.0,-426000000.0,
Net Long Term Debt Issuance,-8000000.0,447000000.0,1814000000.0,-426000000.0,
Long Term Debt Payments,-558000000.0,-153000000.0,-186000000.0,-426000000.0,
Long Term Debt Issuance,550000000.0,600000000.0,2000000000.0,0.0,
Investing Cash Flow,-2605000000.0,-2227000000.0,-2063000000.0,-1877000000.0,
Cash Flow From Continuing Investing Activities,-2605000000.0,-2227000000.0,-2063000000.0,-1877000000.0,
Net Other Investing Changes,-97000000.0,-76000000.0,33000000.0,-4000000.0,
Net Investment Purchase And Sale,25000000.0,49000000.0,-50000000.0,-70000000.0,
Sale Of Investment,91000000.0,153000000.0,9000000.0,5000000.0,
Purchase Of Investment,-66000000.0,-104000000.0,-59000000.0,-75000000.0,
Net Business Purchase And Sale,-70000000.0,-31000000.0,-227000000.0,-541000000.0,
Purchase Of Business,-70000000.0,-31000000.0,-227000000.0,-541000000.0,
Net PPE Purchase And Sale,-2463000000.0,-2169000000.0,-1819000000.0,-1262000000.0,
Sale Of PPE,66000000.0,88000000.0,294000000.0,529000000.0,
Purchase Of PPE,-2529000000.0,-2257000000.0,-2113000000.0,-1791000000.0,
Operating Cash Flow,5247000000.0,5514000000.0,5526000000.0,5099000000.0,
Cash Flow From Continuing Operating Activities,5247000000.0,5514000000.0,5526000000.0,5099000000.0,
Change In Working Capital,74000000.0,154000000.0,64000000.0,173000000.0,
Change In Other Current Liabilities,-29000000.0,-196000000.0,88000000.0,139000000.0,
Change In Other Current Assets,45000000.0,-112000000.0,-24000000.0,-25000000.0,
Change In Payables And Accrued Expense,-24000000.0,513000000.0,101000000.0,200000000.0,
Change In Payable,-24000000.0,513000000.0,101000000.0,200000000.0,
Change In Account Payable,-5000000.0,83000000.0,140000000.0,128000000.0,
Change In Tax Payable,-19000000.0,430000000.0,-39000000.0,72000000.0,
Change In Income Tax Payable,-19000000.0,430000000.0,-39000000.0,72000000.0,
Change In Receivables,82000000.0,-51000000.0,-101000000.0,-141000000.0,
Changes In Account Receivables,82000000.0,-51000000.0,-101000000.0,-141000000.0,
Other Non Cash Items,-64000000.0,-7000000.0,-16000000.0,12000000.0,
Asset Impairment Charge,108000000.0,0.0,0.0,,
Deferred Tax,12000000.0,126000000.0,100000000.0,167000000.0,
Deferred Income Tax,12000000.0,126000000.0,100000000.0,167000000.0,
Depreciation Amortization Depletion,1658000000.0,1607000000.0,1502000000.0,1420000000.0,
Depreciation And Amortization,1658000000.0,1607000000.0,1502000000.0,1420000000.0,
Depreciation,,,,1420000000.0,1383000000.0
Operating Gains Losses,-11000000.0,-34000000.0,-238000000.0,-454000000.0,
Gain Loss On Sale Of PPE,-11000000.0,-34000000.0,-238000000.0,-454000000.0,
Net Income From Continuing Operations,3470000000.0,3668000000.0,4114000000.0,3781000000.0,
