,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,862411000.0,885986000.0,815517000.0,744828000.0,
Repayment Of Debt,-3325749000.0,-170725000.0,-1542249000.0,-2166865000.0,
Issuance Of Debt,2994275000.0,940144000.0,1453434000.0,2338036000.0,
Issuance Of Capital Stock,0.0,0.0,98367000.0,933790000.0,
Capital Expenditure,-219394000.0,-221102000.0,-208070000.0,-162832000.0,
Interest Paid Supplemental Data,321328000.0,290649000.0,275730000.0,285501000.0,
Income Tax Paid Supplemental Data,158000.0,245000.0,1534000.0,809000.0,
End Cash Position,419693000.0,897484000.0,453927000.0,818858000.0,
Beginning Cash Position,897484000.0,453927000.0,818858000.0,411768000.0,
Changes In Cash,-477791000.0,443557000.0,-364931000.0,407090000.0,
Financing Cash Flow,-1093726000.0,110021000.0,-574105000.0,658988000.0,
Cash Flow From Continuing Financing Activities,-1093726000.0,110021000.0,-574105000.0,658988000.0,
Net Other Financing Charges,-73008000.0,-21269000.0,-44624000.0,-52161000.0,
Cash Dividends Paid,-689244000.0,-638129000.0,-539033000.0,-393812000.0,
Common Stock Dividend Paid,-689244000.0,-638129000.0,-539033000.0,-393812000.0,
Net Common Stock Issuance,0.0,0.0,98367000.0,933790000.0,
Common Stock Issuance,0.0,0.0,98367000.0,933790000.0,
Net Issuance Payments Of Debt,-331474000.0,769419000.0,-88815000.0,171171000.0,
Net Short Term Debt Issuance,,,0.0,0.0,0.0
Short Term Debt Payments,,,-130000000.0,-400000000.0,-320000000.0
Short Term Debt Issuance,,,130000000.0,400000000.0,320000000.0
Net Long Term Debt Issuance,-331474000.0,769419000.0,-88815000.0,171171000.0,
Long Term Debt Payments,-3325749000.0,-170725000.0,-1542249000.0,-2166865000.0,
Long Term Debt Issuance,2994275000.0,940144000.0,1453434000.0,2338036000.0,
Investing Cash Flow,-465870000.0,-773552000.0,-814413000.0,-1159558000.0,
Cash Flow From Continuing Investing Activities,-465870000.0,-773552000.0,-814413000.0,-1159558000.0,
Net Other Investing Changes,-65092000.0,-27062000.0,-22707000.0,-12366000.0,
Dividends Received Cfi,18684000.0,13227000.0,6119000.0,1890000.0,
Net Investment Purchase And Sale,27486000.0,-32716000.0,60476000.0,111443000.0,
Sale Of Investment,32204000.0,861000.0,76308000.0,119920000.0,
Purchase Of Investment,-4718000.0,-33577000.0,-15832000.0,-8477000.0,
Net Investment Properties Purchase And Sale,-183368000.0,-505457000.0,-482503000.0,-1032693000.0,
Sale Of Investment Properties,585176000.0,494420000.0,240034000.0,231676000.0,
Purchase Of Investment Properties,-768544000.0,-999877000.0,-722537000.0,-1264369000.0,
Net Business Purchase And Sale,-44186000.0,-442000.0,-167728000.0,-65000000.0,
Purchase Of Business,-44186000.0,-442000.0,-167728000.0,-65000000.0,
Capital Expenditure Reported,-219394000.0,-221102000.0,-208070000.0,-162832000.0,
Operating Cash Flow,1081805000.0,1107088000.0,1023587000.0,907660000.0,
Cash Flow From Continuing Operating Activities,1081805000.0,1107088000.0,1023587000.0,907660000.0,
Change In Working Capital,20892000.0,11965000.0,-10387000.0,24761000.0,
Change In Other Working Capital,,,,,-19014000.0
Change In Other Current Liabilities,3624000.0,12114000.0,6489000.0,6964000.0,
Change In Other Current Assets,-29234000.0,-24524000.0,-10887000.0,-15095000.0,
Change In Payables And Accrued Expense,46502000.0,24375000.0,-5989000.0,32892000.0,
Change In Prepaid Assets,,,,7231000.0,10149000.0
Other Non Cash Items,64912000.0,23773000.0,47630000.0,34114000.0,
Stock Based Compensation,27918000.0,29503000.0,28962000.0,27170000.0,
Unrealized Gain Loss On Investment Securities,,,,,-29723000.0
Asset Impairment Charge,506000.0,427000.0,310000.0,650000.0,
Depreciation Amortization Depletion,714326000.0,674287000.0,638114000.0,592135000.0,
Depreciation And Amortization,714326000.0,674287000.0,638114000.0,592135000.0,
Operating Gains Losses,-202114000.0,-153895000.0,-65841000.0,-33946000.0,
Earnings Losses From Equity Investments,31063000.0,20620000.0,11433000.0,1982000.0,
Gain Loss On Investment Securities,-233177000.0,-174515000.0,-77274000.0,-35928000.0,
Gain Loss On Sale Of PPE,,,,-60008000.0,-54594000.0
Net Income From Continuing Operations,455365000.0,521028000.0,384799000.0,262776000.0,
