,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,16955000000.0,19614000000.0,12875000000.0,11612000000.0,
Repurchase Of Capital Stock,-734000000.0,-718000000.0,-4948000000.0,-9705000000.0,
Repayment Of Debt,-10239000000.0,-11270000000.0,-22621000000.0,-7293000000.0,
Issuance Of Debt,5817000000.0,11510000000.0,31044000000.0,10847000000.0,
Issuance Of Capital Stock,323000000.0,299000000.0,276000000.0,2305000000.0,
Capital Expenditure,-1204000000.0,-961000000.0,-934000000.0,-698000000.0,
Interest Paid Supplemental Data,13201000000.0,10823000000.0,3609000000.0,2158000000.0,
Income Tax Paid Supplemental Data,1105000000.0,1355000000.0,1852000000.0,2527000000.0,
End Cash Position,43671000000.0,43755000000.0,31256000000.0,22054000000.0,
Beginning Cash Position,43755000000.0,31256000000.0,22054000000.0,40771000000.0,
Changes In Cash,-84000000.0,12499000000.0,9202000000.0,-18717000000.0,
Financing Cash Flow,8167000000.0,13844000000.0,25131000000.0,474000000.0,
Cash Flow From Continuing Financing Activities,8167000000.0,13844000000.0,25131000000.0,474000000.0,
Proceeds From Stock Option Exercised,4000000.0,10000000.0,19000000.0,55000000.0,
Cash Dividends Paid,-1160000000.0,-1159000000.0,-1178000000.0,-1422000000.0,
Preferred Stock Dividend Paid,-228000000.0,-228000000.0,-228000000.0,-274000000.0,
Common Stock Dividend Paid,-932000000.0,-931000000.0,-950000000.0,-1148000000.0,
Net Preferred Stock Issuance,,0.0,0.0,-48000000.0,-45000000.0
Preferred Stock Payments,,0.0,0.0,-2100000000.0,-1375000000.0
Preferred Stock Issuance,,0.0,0.0,2052000000.0,1330000000.0
Net Common Stock Issuance,-411000000.0,-419000000.0,-4672000000.0,-7352000000.0,
Common Stock Payments,-734000000.0,-718000000.0,-4948000000.0,-7605000000.0,
Common Stock Issuance,323000000.0,299000000.0,276000000.0,253000000.0,
Net Issuance Payments Of Debt,-4422000000.0,240000000.0,8423000000.0,3554000000.0,
Net Long Term Debt Issuance,-4422000000.0,240000000.0,8423000000.0,3554000000.0,
Long Term Debt Payments,-10239000000.0,-11270000000.0,-22621000000.0,-7293000000.0,
Long Term Debt Issuance,5817000000.0,11510000000.0,31044000000.0,10847000000.0,
Investing Cash Flow,-26410000000.0,-21920000000.0,-29738000000.0,-31501000000.0,
Cash Flow From Continuing Investing Activities,-26410000000.0,-21920000000.0,-29738000000.0,-31501000000.0,
Net Other Investing Changes,-1617000000.0,-1325000000.0,-628000000.0,-668000000.0,
Net Investment Purchase And Sale,-5159000000.0,-1315000000.0,6794000000.0,1861000000.0,
Sale Of Investment,12024000000.0,9131000000.0,21644000000.0,29745000000.0,
Purchase Of Investment,-17183000000.0,-10446000000.0,-14850000000.0,-27884000000.0,
Net Business Purchase And Sale,0.0,-2785000000.0,-1176000000.0,-669000000.0,
Purchase Of Business,0.0,-2785000000.0,-1176000000.0,-669000000.0,
Net PPE Purchase And Sale,-1204000000.0,-961000000.0,-934000000.0,-698000000.0,
Purchase Of PPE,-1204000000.0,-961000000.0,-934000000.0,-698000000.0,
Operating Cash Flow,18159000000.0,20575000000.0,13809000000.0,12310000000.0,
Cash From Discontinued Operating Activities,-4000000.0,0.0,-3000000.0,-6000000.0,
Cash Flow From Continuing Operating Activities,18163000000.0,20575000000.0,13812000000.0,12316000000.0,
Change In Working Capital,-1567000000.0,2325000000.0,-2857000000.0,-2574000000.0,
Change In Other Current Liabilities,-1104000000.0,1846000000.0,511000000.0,1594000000.0,
Change In Other Current Assets,-426000000.0,716000000.0,-2973000000.0,-4114000000.0,
Change In Payables And Accrued Expense,17000000.0,122000000.0,246000000.0,-71000000.0,
Change In Payable,17000000.0,122000000.0,246000000.0,-71000000.0,
Change In Account Payable,17000000.0,122000000.0,246000000.0,-71000000.0,
Change In Receivables,-54000000.0,-359000000.0,-641000000.0,17000000.0,
Changes In Account Receivables,-54000000.0,-359000000.0,-641000000.0,17000000.0,
Other Non Cash Items,247000000.0,-119000000.0,897000000.0,28000000.0,
Stock Based Compensation,569000000.0,513000000.0,314000000.0,331000000.0,
Deferred Tax,-853000000.0,-723000000.0,-772000000.0,605000000.0,
Deferred Income Tax,-853000000.0,-723000000.0,-772000000.0,605000000.0,
Depreciation Amortization Depletion,3237000000.0,3226000000.0,3210000000.0,3481000000.0,
Depreciation And Amortization,3237000000.0,3226000000.0,3210000000.0,3481000000.0,
Operating Gains Losses,64000000.0,40000000.0,-187000000.0,-1000000.0,
Gain Loss On Investment Securities,35000000.0,34000000.0,9000000.0,-2000000.0,
Net Income From Continuing Operations,4750000000.0,4887000000.0,7360000000.0,12390000000.0,
