,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2054000000.0,1838000000.0,899000000.0,1518000000.0,
Repurchase Of Capital Stock,-484000000.0,-538000000.0,-828000000.0,-434000000.0,
Repayment Of Debt,-143000000.0,-651000000.0,0.0,-2145000000.0,
Issuance Of Debt,,0.0,0.0,1250000000.0,1237000000.0
Capital Expenditure,-1278000000.0,-1224000000.0,-989000000.0,-856000000.0,
Interest Paid Supplemental Data,298000000.0,309000000.0,291000000.0,305000000.0,
Income Tax Paid Supplemental Data,1040000000.0,595000000.0,498000000.0,314000000.0,
End Cash Position,3364000000.0,2646000000.0,2488000000.0,3853000000.0,
Beginning Cash Position,2646000000.0,2488000000.0,3853000000.0,4132000000.0,
Effect Of Exchange Rate Changes,-71000000.0,-59000000.0,-97000000.0,-47000000.0,
Changes In Cash,789000000.0,217000000.0,-1268000000.0,-232000000.0,
Financing Cash Flow,-1527000000.0,-2028000000.0,-1592000000.0,-2143000000.0,
Cash Flow From Continuing Financing Activities,-1527000000.0,-2028000000.0,-1592000000.0,-2143000000.0,
Net Other Financing Charges,-64000000.0,-53000000.0,-38000000.0,-65000000.0,
Cash Dividends Paid,-836000000.0,-786000000.0,-726000000.0,-749000000.0,
Common Stock Dividend Paid,-836000000.0,-786000000.0,-726000000.0,-749000000.0,
Net Common Stock Issuance,-484000000.0,-538000000.0,-828000000.0,-434000000.0,
Common Stock Payments,-484000000.0,-538000000.0,-828000000.0,-434000000.0,
Net Issuance Payments Of Debt,-143000000.0,-651000000.0,0.0,-895000000.0,
Net Short Term Debt Issuance,,0.0,-28000000.0,-832000000.0,533000000.0
Short Term Debt Payments,,0.0,-28000000.0,-832000000.0,-204000000.0
Short Term Debt Issuance,,,0.0,,737000000.0
Net Long Term Debt Issuance,-143000000.0,-651000000.0,0.0,-63000000.0,
Long Term Debt Payments,-143000000.0,-651000000.0,0.0,-1313000000.0,
Long Term Debt Issuance,,0.0,0.0,1250000000.0,500000000.0
Investing Cash Flow,-1016000000.0,-817000000.0,-1564000000.0,-463000000.0,
Cash Flow From Continuing Investing Activities,-1016000000.0,-817000000.0,-1564000000.0,-463000000.0,
Net Other Investing Changes,170000000.0,43000000.0,166000000.0,263000000.0,
Net Investment Purchase And Sale,92000000.0,372000000.0,26000000.0,147000000.0,
Sale Of Investment,92000000.0,372000000.0,26000000.0,147000000.0,
Net Business Purchase And Sale,0.0,-8000000.0,-767000000.0,-17000000.0,
Sale Of Business,0.0,293000000.0,0.0,70000000.0,
Purchase Of Business,0.0,-301000000.0,-767000000.0,-87000000.0,
Capital Expenditure Reported,-1278000000.0,-1224000000.0,-989000000.0,-856000000.0,
Operating Cash Flow,3332000000.0,3062000000.0,1888000000.0,2374000000.0,
Cash Flow From Continuing Operating Activities,3332000000.0,3062000000.0,1888000000.0,2374000000.0,
Change In Working Capital,-53000000.0,463000000.0,211000000.0,409000000.0,
Change In Other Working Capital,213000000.0,2060000000.0,1192000000.0,-143000000.0,
Change In Other Current Liabilities,,,,-72000000.0,396000000.0
Change In Other Current Assets,,,,,-69000000.0
Change In Payables And Accrued Expense,91000000.0,61000000.0,605000000.0,246000000.0,
Change In Payable,91000000.0,61000000.0,605000000.0,246000000.0,
Change In Account Payable,91000000.0,61000000.0,605000000.0,246000000.0,
Change In Inventory,-102000000.0,-461000000.0,-885000000.0,170000000.0,
Change In Receivables,-255000000.0,-1197000000.0,-701000000.0,136000000.0,
Changes In Account Receivables,-159000000.0,-986000000.0,-625000000.0,-126000000.0,
Stock Based Compensation,202000000.0,197000000.0,207000000.0,205000000.0,
Unrealized Gain Loss On Investment Securities,,,,,-1417000000.0
Asset Impairment Charge,77000000.0,-1000000.0,166000000.0,7000000.0,
Deferred Tax,-671000000.0,-59000000.0,105000000.0,133000000.0,
Deferred Income Tax,-671000000.0,-59000000.0,105000000.0,133000000.0,
Depreciation Amortization Depletion,1136000000.0,1087000000.0,1061000000.0,1105000000.0,
Depreciation And Amortization,1136000000.0,1087000000.0,1061000000.0,1105000000.0,
Amortization Cash Flow,266000000.0,257000000.0,222000000.0,253000000.0,
Amortization Of Intangibles,266000000.0,257000000.0,222000000.0,253000000.0,
Depreciation,870000000.0,830000000.0,839000000.0,852000000.0,
Operating Gains Losses,-367000000.0,-595000000.0,716000000.0,845000000.0,
Earnings Losses From Equity Investments,,,,,0.0
Gain Loss On Investment Securities,-367000000.0,-555000000.0,265000000.0,845000000.0,
Gain Loss On Sale Of Business,0.0,-40000000.0,451000000.0,0.0,
Net Income From Continuing Operations,3008000000.0,1970000000.0,-578000000.0,-330000000.0,
