,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,9982000000.0,7748000000.0,-520000000.0,-7775000000.0,
Repurchase Of Capital Stock,-11228000000.0,-13074000000.0,-3000000000.0,0.0,
Repayment Of Debt,-6440000000.0,-6278000000.0,-6795000000.0,-12395000000.0,
Issuance Of Debt,8587000000.0,8446000000.0,3714000000.0,14727000000.0,
Issuance Of Capital Stock,,,0.0,0.0,19840000000.0
Capital Expenditure,-12311000000.0,-10811000000.0,-17301000000.0,-21692000000.0,
Interest Paid Supplemental Data,3683000000.0,3546000000.0,3485000000.0,3723000000.0,
Income Tax Paid Supplemental Data,5162000000.0,149000000.0,76000000.0,167000000.0,
End Cash Position,5713000000.0,5307000000.0,4674000000.0,6703000000.0,
Beginning Cash Position,5307000000.0,4674000000.0,6703000000.0,10463000000.0,
Changes In Cash,406000000.0,633000000.0,-2029000000.0,-3760000000.0,
Financing Cash Flow,-12815000000.0,-12097000000.0,-6451000000.0,1709000000.0,
Cash Flow From Continuing Financing Activities,-12815000000.0,-12097000000.0,-6451000000.0,1709000000.0,
Net Other Financing Charges,-434000000.0,-444000000.0,-370000000.0,-623000000.0,
Cash Dividends Paid,-3300000000.0,-747000000.0,0.0,0.0,
Common Stock Dividend Paid,-3300000000.0,-747000000.0,0.0,0.0,
Net Common Stock Issuance,-11228000000.0,-13074000000.0,-3000000000.0,0.0,
Common Stock Payments,-11228000000.0,-13074000000.0,-3000000000.0,0.0,
Common Stock Issuance,,,0.0,0.0,19840000000.0
Net Issuance Payments Of Debt,2147000000.0,2168000000.0,-3081000000.0,2332000000.0,
Net Short Term Debt Issuance,,0.0,0.0,-184000000.0,-667000000.0
Short Term Debt Payments,,0.0,0.0,-184000000.0,-19410000000.0
Short Term Debt Issuance,,,0.0,0.0,18743000000.0
Net Long Term Debt Issuance,2147000000.0,2168000000.0,-3081000000.0,2516000000.0,
Long Term Debt Payments,-6440000000.0,-6278000000.0,-6795000000.0,-12211000000.0,
Long Term Debt Issuance,8587000000.0,8446000000.0,3714000000.0,14727000000.0,
Investing Cash Flow,-9072000000.0,-5829000000.0,-12359000000.0,-19386000000.0,
Cash Flow From Continuing Investing Activities,-9072000000.0,-5829000000.0,-12359000000.0,-19386000000.0,
Net Other Investing Changes,3612000000.0,4970000000.0,4985000000.0,4182000000.0,
Net Investment Purchase And Sale,,,0.0,0.0,632000000.0
Sale Of Investment,,,0.0,0.0,632000000.0
Net Business Purchase And Sale,-373000000.0,0.0,-52000000.0,-1916000000.0,
Sale Of Business,,,0.0,0.0,1224000000.0
Purchase Of Business,-373000000.0,0.0,-52000000.0,-1916000000.0,
Net Intangibles Purchase And Sale,-3471000000.0,-1010000000.0,-3331000000.0,-9366000000.0,
Purchase Of Intangibles,-3471000000.0,-1010000000.0,-3331000000.0,-9366000000.0,
Net PPE Purchase And Sale,-8840000000.0,-9789000000.0,-13961000000.0,-12286000000.0,
Sale Of PPE,0.0,12000000.0,9000000.0,40000000.0,
Purchase Of PPE,-8840000000.0,-9801000000.0,-13970000000.0,-12326000000.0,
Operating Cash Flow,22293000000.0,18559000000.0,16781000000.0,13917000000.0,
Cash Flow From Continuing Operating Activities,22293000000.0,18559000000.0,16781000000.0,13917000000.0,
Change In Working Capital,-7009000000.0,-7058000000.0,-3055000000.0,-7114000000.0,
Change In Other Working Capital,,,,,3465000000.0
Change In Other Current Liabilities,-4557000000.0,-4624000000.0,-2488000000.0,-5889000000.0,
Change In Other Current Assets,3069000000.0,3363000000.0,4473000000.0,4391000000.0,
Change In Payables And Accrued Expense,-2041000000.0,-1126000000.0,558000000.0,549000000.0,
Change In Inventory,131000000.0,197000000.0,744000000.0,201000000.0,
Change In Receivables,-3611000000.0,-4868000000.0,-6342000000.0,-6366000000.0,
Changes In Account Receivables,-3088000000.0,-5038000000.0,-5158000000.0,-3225000000.0,
Other Non Cash Items,21000000.0,143000000.0,414000000.0,236000000.0,
Stock Based Compensation,649000000.0,667000000.0,595000000.0,540000000.0,
Asset Impairment Charge,1192000000.0,898000000.0,1503000000.0,452000000.0,
Deferred Tax,3120000000.0,2600000000.0,492000000.0,197000000.0,
Deferred Income Tax,3120000000.0,2600000000.0,492000000.0,197000000.0,
Depreciation Amortization Depletion,12919000000.0,12818000000.0,13651000000.0,16383000000.0,
Depreciation And Amortization,12919000000.0,12818000000.0,13651000000.0,16383000000.0,
Operating Gains Losses,62000000.0,174000000.0,591000000.0,199000000.0,
Gain Loss On Sale Of Business,0.0,9000000.0,377000000.0,0.0,
Net Income From Continuing Operations,11339000000.0,8317000000.0,2590000000.0,3024000000.0,
