,2024-08-31,2023-08-31,2022-08-31,2021-08-31,2020-08-31
Free Cash Flow,8614518000.0,8996096000.0,8823131000.0,8395016000.0,
Repurchase Of Capital Stock,-4524646000.0,-4330403000.0,-4116378000.0,-3703124000.0,
Repayment Of Debt,-771246000.0,0.0,0.0,,
Issuance Of Debt,1599033000.0,100000000.0,0.0,,
Issuance Of Capital Stock,1418131000.0,1501069000.0,1349064000.0,1065775000.0,
Capital Expenditure,-516509000.0,-528172000.0,-717998000.0,-580132000.0,
Interest Paid Supplemental Data,37182000.0,46505000.0,45970000.0,36132000.0,
Income Tax Paid Supplemental Data,2386620000.0,2315920000.0,1778922000.0,1566753000.0,
End Cash Position,5004469000.0,9045032000.0,7889833000.0,8168174000.0,
Beginning Cash Position,9045032000.0,7889833000.0,8168174000.0,8415330000.0,
Effect Of Exchange Rate Changes,-46264000.0,-101273000.0,-247815000.0,13799000.0,
Changes In Cash,-3994299000.0,1256472000.0,-30526000.0,-260955000.0,
Financing Cash Flow,-6063508000.0,-5645326000.0,-5311026000.0,-4926337000.0,
Cash Flow From Continuing Financing Activities,-6063508000.0,-5645326000.0,-5311026000.0,-4926337000.0,
Net Other Financing Charges,-543301000.0,-88598000.0,-86406000.0,-45096000.0,
Cash Dividends Paid,-3241479000.0,-2827394000.0,-2457306000.0,-2236094000.0,
Common Stock Dividend Paid,-3241479000.0,-2827394000.0,-2457306000.0,-2236094000.0,
Net Common Stock Issuance,-3106515000.0,-2829334000.0,-2767314000.0,-2637349000.0,
Common Stock Payments,-4524646000.0,-4330403000.0,-4116378000.0,-3703124000.0,
Common Stock Issuance,1418131000.0,1501069000.0,1349064000.0,1065775000.0,
Net Issuance Payments Of Debt,827787000.0,100000000.0,0.0,-7798000.0,
Net Long Term Debt Issuance,827787000.0,100000000.0,0.0,-7798000.0,
Long Term Debt Payments,-771246000.0,0.0,0.0,,
Long Term Debt Issuance,1599033000.0,100000000.0,0.0,,
Investing Cash Flow,-7061818000.0,-2622470000.0,-4260629000.0,-4309766000.0,
Cash Flow From Continuing Investing Activities,-7061818000.0,-2622470000.0,-4260629000.0,-4309766000.0,
Net Other Investing Changes,8672000.0,12178000.0,12580000.0,27936000.0,
Net Business Purchase And Sale,-6553981000.0,-2106476000.0,-3555211000.0,-3757570000.0,
Sale Of Business,28721000.0,424387000.0,,413553000.0,230393000.0
Purchase Of Business,-6582702000.0,-2530863000.0,-3555211000.0,-4171123000.0,
Net PPE Purchase And Sale,-516509000.0,-528172000.0,-717998000.0,-580132000.0,
Purchase Of PPE,-516509000.0,-528172000.0,-717998000.0,-580132000.0,
Operating Cash Flow,9131027000.0,9524268000.0,9541129000.0,8975148000.0,
Cash Flow From Continuing Operating Activities,9131027000.0,9524268000.0,9541129000.0,8975148000.0,
Change In Working Capital,-2158890000.0,-1185363000.0,-806567000.0,32329000.0,
Change In Other Working Capital,28401000.0,159819000.0,648506000.0,554830000.0,
Change In Other Current Liabilities,-277971000.0,-586744000.0,-446089000.0,-841329000.0,
Change In Other Current Assets,-853202000.0,-526228000.0,-716910000.0,-591836000.0,
Change In Payables And Accrued Expense,-454183000.0,-319879000.0,2119661000.0,2382277000.0,
Change In Accrued Expense,-614771000.0,-261913000.0,1271999000.0,1445010000.0,
Change In Payable,160588000.0,-57966000.0,847662000.0,937267000.0,
Change In Account Payable,46512000.0,-171217000.0,374349000.0,825472000.0,
Change In Tax Payable,114076000.0,113251000.0,473313000.0,111795000.0,
Change In Income Tax Payable,114076000.0,113251000.0,473313000.0,111795000.0,
Change In Receivables,-601935000.0,87669000.0,-2411735000.0,-1471613000.0,
Other Non Cash Items,593076000.0,661248000.0,581503000.0,-342849000.0,
Stock Based Compensation,1941590000.0,1913051000.0,1679789000.0,1342951000.0,
Deferred Tax,-93988000.0,-268953000.0,-213294000.0,60930000.0,
Deferred Income Tax,-93988000.0,-268953000.0,-213294000.0,60930000.0,
Depreciation Amortization Depletion,1430042000.0,1400755000.0,1310738000.0,1891242000.0,
Depreciation And Amortization,1430042000.0,1400755000.0,1310738000.0,1891242000.0,
Amortization Cash Flow,882107000.0,780096000.0,718990000.0,609922000.0,
Amortization Of Intangibles,882107000.0,780096000.0,718990000.0,609922000.0,
Depreciation,547935000.0,620659000.0,591748000.0,512051000.0,
Net Income From Continuing Operations,7419197000.0,7003530000.0,6988960000.0,5990545000.0,
