,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-824000000.0,-714000000.0,-1401000000.0,-705000000.0,
Repurchase Of Capital Stock,0.0,0.0,-55000000.0,-66000000.0,
Repayment Of Debt,-2139000000.0,-1616000000.0,-1587000000.0,-3522000000.0,
Issuance Of Debt,4533000000.0,3167000000.0,2171000000.0,4457000000.0,
Issuance Of Capital Stock,0.0,0.0,1300000000.0,0.0,
Capital Expenditure,-4467000000.0,-3934000000.0,-3378000000.0,-3772000000.0,
Interest Paid Supplemental Data,869000000.0,751000000.0,638000000.0,671000000.0,
End Cash Position,88000000.0,51000000.0,43000000.0,35000000.0,
Beginning Cash Position,51000000.0,43000000.0,35000000.0,516000000.0,
Changes In Cash,37000000.0,8000000.0,8000000.0,-481000000.0,
Financing Cash Flow,1345000000.0,883000000.0,1462000000.0,315000000.0,
Cash Flow From Continuing Financing Activities,1345000000.0,883000000.0,1462000000.0,315000000.0,
Net Other Financing Charges,-23000000.0,-37000000.0,-86000000.0,-483000000.0,
Cash Dividends Paid,-810000000.0,-752000000.0,-685000000.0,-791000000.0,
Common Stock Dividend Paid,-810000000.0,-752000000.0,-685000000.0,-791000000.0,
Net Common Stock Issuance,0.0,0.0,1245000000.0,-66000000.0,
Common Stock Payments,0.0,0.0,-55000000.0,-66000000.0,
Common Stock Issuance,0.0,0.0,1300000000.0,0.0,
Net Issuance Payments Of Debt,2178000000.0,1672000000.0,988000000.0,1655000000.0,
Net Short Term Debt Issuance,-216000000.0,121000000.0,404000000.0,720000000.0,
Net Long Term Debt Issuance,2394000000.0,1551000000.0,584000000.0,935000000.0,
Long Term Debt Payments,-2139000000.0,-1616000000.0,-1587000000.0,-3522000000.0,
Long Term Debt Issuance,4533000000.0,3167000000.0,2171000000.0,4457000000.0,
Investing Cash Flow,-4951000000.0,-4095000000.0,-3431000000.0,-3863000000.0,
Cash Flow From Continuing Investing Activities,-4951000000.0,-4095000000.0,-3431000000.0,-3863000000.0,
Net Other Investing Changes,-483000000.0,-162000000.0,-57000000.0,-102000000.0,
Dividends Received Cfi,30000000.0,25000000.0,16000000.0,18000000.0,
Net Investment Purchase And Sale,-4000000.0,3000000.0,1000000.0,1000000.0,
Sale Of Investment,1605000000.0,681000000.0,879000000.0,1047000000.0,
Purchase Of Investment,-1609000000.0,-678000000.0,-878000000.0,-1046000000.0,
Net Business Purchase And Sale,-27000000.0,-27000000.0,-13000000.0,-8000000.0,
Purchase Of Business,-27000000.0,-27000000.0,-13000000.0,-8000000.0,
Net PPE Purchase And Sale,,,,-3772000000.0,-3857000000.0
Purchase Of PPE,,,,-3772000000.0,-3857000000.0
Capital Expenditure Reported,-4467000000.0,-3934000000.0,-3378000000.0,-3772000000.0,
Operating Cash Flow,3643000000.0,3220000000.0,1977000000.0,3067000000.0,
Cash Flow From Continuing Operating Activities,3643000000.0,3220000000.0,1977000000.0,3067000000.0,
Dividend Received Cfo,3000000.0,3000000.0,4000000.0,79000000.0,
Change In Working Capital,400000000.0,65000000.0,-751000000.0,398000000.0,
Change In Other Working Capital,586000000.0,83000000.0,-410000000.0,389000000.0,
Change In Other Current Liabilities,,,,,11000000.0
Change In Payables And Accrued Expense,45000000.0,-306000000.0,109000000.0,308000000.0,
Change In Payable,45000000.0,-306000000.0,109000000.0,308000000.0,
Change In Account Payable,45000000.0,-306000000.0,109000000.0,308000000.0,
Change In Prepaid Assets,,,,-117000000.0,-107000000.0
Change In Inventory,-191000000.0,-110000000.0,-98000000.0,-153000000.0,
Change In Receivables,-40000000.0,398000000.0,-352000000.0,-146000000.0,
Changes In Account Receivables,-40000000.0,398000000.0,-352000000.0,-146000000.0,
Other Non Cash Items,325000000.0,323000000.0,419000000.0,-36000000.0,
Deferred Tax,194000000.0,181000000.0,44000000.0,-32000000.0,
Deferred Income Tax,194000000.0,181000000.0,44000000.0,-32000000.0,
Depreciation Amortization Depletion,1332000000.0,1254000000.0,1164000000.0,1459000000.0,
Depreciation And Amortization,1332000000.0,1254000000.0,1164000000.0,1459000000.0,
Amortization Cash Flow,16000000.0,15000000.0,16000000.0,,
Amortization Of Intangibles,16000000.0,15000000.0,16000000.0,,
Depreciation,1316000000.0,1239000000.0,1148000000.0,,
Operating Gains Losses,-15000000.0,-3000000.0,14000000.0,296000000.0,
Earnings Losses From Equity Investments,-15000000.0,-3000000.0,14000000.0,-97000000.0,
Net Income From Continuing Operations,1404000000.0,1397000000.0,1083000000.0,903000000.0,
