,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.158,0.174,0.137,0.087,
Net Income From Continuing Operation Net Minority Interest,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Reconciled Depreciation,35965000.0,40075000.0,67097000.0,74871000.0,
Net Interest Income,-32529000.0,84629000.0,-45613000.0,-37625000.0,
Interest Expense,443688000.0,431868000.0,317225000.0,198268000.0,
Interest Income,411159000.0,516497000.0,271612000.0,160643000.0,
Normalized Income,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Net Income From Continuing And Discontinued Operation,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Diluted Average Shares,766646508.0,755419936.0,740942399.0,719766879.0,
Basic Average Shares,766487450.0,755204556.0,740664038.0,719766879.0,
Diluted EPS,3.62,1.84,2.36,8.13,
Basic EPS,3.62,1.84,2.36,8.14,
Diluted NI Availto Com Stockholders,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Average Dilution Earnings,,,,,0.0
Net Income Common Stockholders,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Net Income,2776508000.0,1390880000.0,1747631000.0,5857397000.0,
Minority Interests,-2661301000.0,-1053373000.0,-1241278000.0,-6517598000.0,
Net Income Including Noncontrolling Interests,5437809000.0,2444253000.0,2988909000.0,12374995000.0,
Net Income Continuous Operations,5437809000.0,2444253000.0,2988909000.0,12374995000.0,
Tax Provision,1021671000.0,513461000.0,472880000.0,1184401000.0,
Pretax Income,6459480000.0,2957714000.0,3461789000.0,13559396000.0,
Gain On Sale Of Security,3880088000.0,2470863000.0,6126825000.0,7118898000.0,
Operating Expense,4471060000.0,4048935000.0,3670843000.0,3092955000.0,
Other Operating Expenses,41246000.0,27196000.0,-22283000.0,2759000.0,
Selling General And Administration,1381585000.0,1236292000.0,1123346000.0,928223000.0,
General And Administrative Expense,1381585000.0,1236292000.0,1123346000.0,928223000.0,
Total Revenue,10930540000.0,7006649000.0,7132632000.0,16652351000.0,
Operating Revenue,10930540000.0,7006649000.0,7132632000.0,16652351000.0,
