,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.241,0.182,0.263,0.253857,
Normalized EBITDA,1372100000.0,1104900000.0,636500000.0,662600000.0,
Net Income From Continuing Operation Net Minority Interest,725500000.0,1008900000.0,200900000.0,317800000.0,
Reconciled Depreciation,306800000.0,222800000.0,192100000.0,187800000.0,
Reconciled Cost Of Revenue,4700900000.0,3918500000.0,3266900000.0,2838900000.0,
EBITDA,1372100000.0,1104900000.0,636500000.0,662600000.0,
EBIT,1065300000.0,882100000.0,444400000.0,474800000.0,
Net Interest Income,-135800000.0,-109200000.0,-161000000.0,-118300000.0,
Interest Expense,135800000.0,109200000.0,161000000.0,118300000.0,
Normalized Income,725500000.0,1008900000.0,200900000.0,317800000.0,
Net Income From Continuing And Discontinued Operation,725500000.0,1008900000.0,200900000.0,317800000.0,
Total Expenses,5402300000.0,4468500000.0,3654500000.0,3196100000.0,
Total Operating Income As Reported,1065300000.0,882100000.0,444400000.0,474800000.0,
Diluted Average Shares,145600000.0,145200000.0,145900000.0,147100000.0,
Basic Average Shares,144900000.0,144500000.0,145500000.0,146451613.0,
Diluted EPS,4.98,6.95,1.38,2.16,
Basic EPS,5.01,6.98,1.38,2.17,
Diluted NI Availto Com Stockholders,725500000.0,1008900000.0,200900000.0,317800000.0,
Net Income Common Stockholders,725500000.0,1008900000.0,200900000.0,317800000.0,
Otherunder Preferred Stock Dividend,,,,0.0,0.0
Net Income,725500000.0,1008900000.0,200900000.0,317800000.0,
Minority Interests,,,,0.0,0.0
Net Income Including Noncontrolling Interests,725500000.0,1008900000.0,200900000.0,317800000.0,
Net Income Continuous Operations,725500000.0,1008900000.0,200900000.0,317800000.0,
Earnings From Equity Interest Net Of Tax,26000000.0,460600000.0,-10700000.0,51800000.0,
Tax Provision,230000000.0,224600000.0,71800000.0,90500000.0,
Pretax Income,929500000.0,772900000.0,283400000.0,356500000.0,
Net Non Operating Interest Income Expense,-135800000.0,-109200000.0,-161000000.0,-118300000.0,
Interest Expense Non Operating,135800000.0,109200000.0,161000000.0,118300000.0,
Operating Income,1065300000.0,882100000.0,444400000.0,474800000.0,
Operating Expense,701400000.0,550000000.0,387600000.0,357200000.0,
Selling General And Administration,701400000.0,550000000.0,387600000.0,357200000.0,
Gross Profit,1766700000.0,1432100000.0,832000000.0,832000000.0,
Cost Of Revenue,4700900000.0,3918500000.0,3266900000.0,2838900000.0,
Total Revenue,6467600000.0,5350600000.0,4098900000.0,3670900000.0,
Operating Revenue,6467600000.0,5350600000.0,4098900000.0,3670900000.0,
