,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,114276000.0,-83430000.0,0.0,0.0,
Tax Rate For Calcs,0.178,0.162,0.181988,0.180738,
Total Unusual Items,642000000.0,-515000000.0,,,
Total Unusual Items Excluding Goodwill,642000000.0,-515000000.0,,,
Net Income From Continuing Operation Net Minority Interest,5889000000.0,5578000000.0,6041000000.0,5674000000.0,
Reconciled Depreciation,259000000.0,217000000.0,651000000.0,1773000000.0,
Net Interest Income,13499000000.0,13916000000.0,13014000000.0,10647000000.0,
Interest Expense,12885000000.0,10392000000.0,2422000000.0,487000000.0,
Interest Income,26384000000.0,24308000000.0,15436000000.0,11134000000.0,
Normalized Income,5361276000.0,6009570000.0,6041000000.0,5674000000.0,
Net Income From Continuing And Discontinued Operation,5889000000.0,5578000000.0,6041000000.0,5674000000.0,
Diluted Average Shares,400000000.0,401000000.0,412000000.0,426000000.0,
Basic Average Shares,399000000.0,401000000.0,412000000.0,426000000.0,
Diluted EPS,13.74,12.79,13.85,12.7,
Basic EPS,13.76,12.8,13.86,12.71,
Diluted NI Availto Com Stockholders,5496000000.0,5126000000.0,5708000000.0,5409000000.0,
Average Dilution Earnings,,,,,-2000000.0
Net Income Common Stockholders,5496000000.0,5126000000.0,5708000000.0,5409000000.0,
Otherunder Preferred Stock Dividend,41000000.0,35000000.0,32000000.0,32000000.0,
Preferred Stock Dividends,352000000.0,417000000.0,301000000.0,233000000.0,
Net Income,5889000000.0,5578000000.0,6041000000.0,5674000000.0,
Minority Interests,-64000000.0,-69000000.0,-72000000.0,-51000000.0,
Net Income Including Noncontrolling Interests,5953000000.0,5647000000.0,6113000000.0,5725000000.0,
Net Income Discontinuous Operations,,,,,4555000000.0
Net Income Continuous Operations,5953000000.0,5647000000.0,6113000000.0,5725000000.0,
Tax Provision,1289000000.0,1089000000.0,1360000000.0,1263000000.0,
Pretax Income,7242000000.0,6736000000.0,7473000000.0,6988000000.0,
Special Income Charges,642000000.0,-515000000.0,,,
Other Special Charges,-642000000.0,515000000.0,,,
Gain On Sale Of Security,-492000000.0,17000000.0,-13000000.0,-76000000.0,
Selling General And Administration,7664000000.0,7778000000.0,7599000000.0,7460000000.0,
Selling And Marketing Expense,362000000.0,350000000.0,355000000.0,319000000.0,
General And Administrative Expense,7302000000.0,7428000000.0,7244000000.0,7141000000.0,
Salaries And Wages,7302000000.0,7428000000.0,7244000000.0,7141000000.0,
Total Revenue,20809000000.0,21509000000.0,21114000000.0,19211000000.0,
Operating Revenue,20809000000.0,21509000000.0,21114000000.0,19211000000.0,
Occupancy And Equipment,2481000000.0,2393000000.0,2387000000.0,2351000000.0,
Other Non Interest Expense,3267000000.0,3326000000.0,3184000000.0,3191000000.0,
