,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,87720000.0,-36337000.0,-30672000.0,2460000.0,
Tax Rate For Calcs,0.215,0.203,0.216,0.246,
Total Unusual Items,408000000.0,-179000000.0,-142000000.0,10000000.0,
Total Unusual Items Excluding Goodwill,408000000.0,-179000000.0,-142000000.0,10000000.0,
Net Income From Continuing Operation Net Minority Interest,10129000000.0,8374000000.0,7514000000.0,8060000000.0,
Reconciled Depreciation,1676000000.0,1651000000.0,1626000000.0,1695000000.0,
Net Interest Income,15543000000.0,13134000000.0,9895000000.0,7750000000.0,
Interest Expense,8252000000.0,6849000000.0,2763000000.0,1283000000.0,
Interest Income,23795000000.0,19983000000.0,12658000000.0,9033000000.0,
Normalized Income,9808720000.0,8516663000.0,7625328000.0,8052460000.0,
Net Income From Continuing And Discontinued Operation,10129000000.0,8374000000.0,7514000000.0,8060000000.0,
Diluted Average Shares,,736000000.0,752000000.0,790000000.0,806000000.0
Basic Average Shares,,735000000.0,751000000.0,789000000.0,805000000.0
Diluted EPS,,11.21,9.85,10.02,3.77
Basic EPS,,11.23,9.86,10.04,3.77
Diluted NI Availto Com Stockholders,9995000000.0,8252000000.0,7400000000.0,7917000000.0,
Net Income Common Stockholders,9995000000.0,8252000000.0,7400000000.0,7917000000.0,
Otherunder Preferred Stock Dividend,76000000.0,64000000.0,57000000.0,72000000.0,
Preferred Stock Dividends,58000000.0,58000000.0,57000000.0,71000000.0,
Net Income,10129000000.0,8374000000.0,7514000000.0,8060000000.0,
Net Income Including Noncontrolling Interests,10129000000.0,8374000000.0,7514000000.0,8060000000.0,
Net Income Continuous Operations,10129000000.0,8374000000.0,7514000000.0,8060000000.0,
Tax Provision,2766000000.0,2139000000.0,2071000000.0,2629000000.0,
Pretax Income,12895000000.0,10513000000.0,9585000000.0,10689000000.0,
Special Income Charges,408000000.0,-179000000.0,-142000000.0,10000000.0,
Gain On Sale Of Business,531000000.0,0.0,0.0,,
Restructuring And Mergern Acquisition,123000000.0,179000000.0,142000000.0,-10000000.0,
Gain On Sale Of Security,,-152000000.0,-302000000.0,767000000.0,152000000.0
Selling General And Administration,14238000000.0,13280000000.0,12710000000.0,11531000000.0,
Selling And Marketing Expense,6040000000.0,5213000000.0,5458000000.0,5291000000.0,
General And Administrative Expense,8198000000.0,8067000000.0,7252000000.0,6240000000.0,
Salaries And Wages,8198000000.0,8067000000.0,7252000000.0,6240000000.0,
Total Revenue,65949000000.0,60515000000.0,52862000000.0,43147000000.0,
Operating Revenue,65949000000.0,60515000000.0,52862000000.0,43147000000.0,
Occupancy And Equipment,,,,2431000000.0,2334000000.0
Professional Expense And Contract Services Expense,2274000000.0,2029000000.0,2074000000.0,1958000000.0,
Other Non Interest Expense,31765000000.0,29591000000.0,26169000000.0,20398000000.0,
