,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.233,0.227,0.232,0.216873,
Normalized EBITDA,714307000.0,680373000.0,652275000.0,574617000.0,
Total Unusual Items,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,381816000.0,366646000.0,362916000.0,311469000.0,
Reconciled Depreciation,199904000.0,190726000.0,177624000.0,175748000.0,
Reconciled Cost Of Revenue,1299477000.0,1219062000.0,1128614000.0,1063399000.0,
EBITDA,714307000.0,680373000.0,652275000.0,574617000.0,
EBIT,514403000.0,489647000.0,474651000.0,398869000.0,
Net Interest Income,8628000.0,-6114000.0,-2352000.0,-994000.0,
Interest Expense,16384000.0,15073000.0,2384000.0,1144000.0,
Interest Income,25012000.0,8959000.0,32000.0,150000.0,
Normalized Income,381816000.0,366646000.0,362916000.0,311469000.0,
Net Income From Continuing And Discontinued Operation,381816000.0,366646000.0,362916000.0,311469000.0,
Total Expenses,1726152000.0,1597014000.0,1468265000.0,1359506000.0,
Total Operating Income As Reported,489391000.0,480688000.0,474619000.0,398719000.0,
Diluted Average Shares,73025000.0,73096000.0,73486000.0,75658000.0,
Basic Average Shares,72872130.0,72894433.0,72878821.0,74002266.0,
Diluted EPS,5.23,5.02,4.94,4.12,
Basic EPS,5.239534,5.029822,4.979718,4.208912,
Diluted NI Availto Com Stockholders,381816000.0,366646000.0,362916000.0,311469000.0,
Net Income Common Stockholders,381816000.0,366646000.0,362916000.0,311469000.0,
Net Income,381816000.0,366646000.0,362916000.0,311469000.0,
Net Income Including Noncontrolling Interests,381816000.0,366646000.0,362916000.0,311469000.0,
Net Income Continuous Operations,381816000.0,366646000.0,362916000.0,311469000.0,
Tax Provision,116203000.0,107928000.0,109351000.0,86256000.0,
Pretax Income,498019000.0,474574000.0,472267000.0,397725000.0,
Special Income Charges,,,,,0.0
Gain On Sale Of Business,,,,,0.0
Net Non Operating Interest Income Expense,8628000.0,-6114000.0,-2352000.0,-994000.0,
Interest Expense Non Operating,16384000.0,15073000.0,2384000.0,1144000.0,
Interest Income Non Operating,25012000.0,8959000.0,32000.0,150000.0,
Operating Income,489391000.0,480688000.0,474619000.0,398719000.0,
Operating Expense,426675000.0,377952000.0,339651000.0,296107000.0,
Research And Development,148256000.0,142678000.0,121355000.0,109047000.0,
Selling General And Administration,278419000.0,235274000.0,218296000.0,187060000.0,
Gross Profit,916066000.0,858640000.0,814270000.0,694826000.0,
Cost Of Revenue,1299477000.0,1219062000.0,1128614000.0,1063399000.0,
Total Revenue,2215543000.0,2077702000.0,1942884000.0,1758225000.0,
Operating Revenue,2215543000.0,2077702000.0,1942884000.0,1758225000.0,
