,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.209,0.193,0.206,0.224,
Normalized EBITDA,1527000000.0,2228000000.0,2270000000.0,2476000000.0,
Net Income From Continuing Operation Net Minority Interest,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Reconciled Depreciation,555000000.0,561000000.0,578000000.0,597000000.0,
Reconciled Cost Of Revenue,3661000000.0,3504000000.0,3435000000.0,3248000000.0,
EBITDA,1527000000.0,2228000000.0,2270000000.0,2476000000.0,
EBIT,972000000.0,1667000000.0,1692000000.0,1879000000.0,
Net Interest Income,-367000000.0,0.0,0.0,,
Interest Expense,367000000.0,0.0,0.0,,
Normalized Income,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Net Income From Continuing And Discontinued Operation,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Total Expenses,7218000000.0,6505000000.0,6437000000.0,6292000000.0,
Rent Expense Supplemental,,481000000.0,482000000.0,475000000.0,465000000.0
Total Operating Income As Reported,1036000000.0,1692000000.0,1693000000.0,1879000000.0,
Diluted Average Shares,173700000.0,172700000.0,172700000.0,172700000.0,
Basic Average Shares,173200000.0,172700000.0,172700000.0,172700000.0,
Diluted EPS,2.76,7.79,7.78,8.453966,
Basic EPS,2.77,7.79,7.78,8.453966,
Diluted NI Availto Com Stockholders,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Net Income Common Stockholders,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Net Income,479000000.0,1346000000.0,1343000000.0,1460000000.0,
Net Income Including Noncontrolling Interests,478000000.0,1346000000.0,1343000000.0,1460000000.0,
Net Income Continuous Operations,478000000.0,1346000000.0,1343000000.0,1460000000.0,
Tax Provision,127000000.0,321000000.0,349000000.0,422000000.0,
Pretax Income,605000000.0,1667000000.0,1692000000.0,1882000000.0,
Other Income Expense,-64000000.0,-25000000.0,-1000000.0,3000000.0,
Other Non Operating Income Expenses,-64000000.0,-25000000.0,-1000000.0,3000000.0,
Net Non Operating Interest Income Expense,-367000000.0,0.0,0.0,,
Interest Expense Non Operating,367000000.0,0.0,0.0,,
Operating Income,1036000000.0,1692000000.0,1693000000.0,1879000000.0,
Operating Expense,3557000000.0,3001000000.0,3002000000.0,3044000000.0,
Research And Development,775000000.0,758000000.0,767000000.0,766000000.0,
Selling General And Administration,2782000000.0,2243000000.0,2235000000.0,2278000000.0,
Gross Profit,4593000000.0,4693000000.0,4695000000.0,4923000000.0,
Cost Of Revenue,3661000000.0,3504000000.0,3435000000.0,3248000000.0,
Total Revenue,8254000000.0,8197000000.0,8130000000.0,8171000000.0,
Operating Revenue,8254000000.0,8197000000.0,8130000000.0,8171000000.0,
