,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,0.0,-6187494.0,0.0,0.0,
Tax Rate For Calcs,0.223,0.218,0.217,0.193,
Normalized EBITDA,1374084000.0,1368568000.0,1576503000.0,1378786000.0,
Total Unusual Items,0.0,-28383000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,-28383000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,805038000.0,793572000.0,999987000.0,908839000.0,
Reconciled Depreciation,257756000.0,253311000.0,235885000.0,209309000.0,
Reconciled Cost Of Revenue,9898659000.0,10110169000.0,10294120000.0,9458283000.0,
EBITDA,1374084000.0,1340185000.0,1576503000.0,1378786000.0,
EBIT,1116328000.0,1086874000.0,1340618000.0,1169477000.0,
Net Interest Income,-32498000.0,-58574000.0,-34503000.0,3571000.0,
Interest Expense,80894000.0,73402000.0,62515000.0,43307000.0,
Interest Income,48396000.0,14828000.0,28012000.0,46878000.0,
Normalized Income,805038000.0,815767506.0,999987000.0,908839000.0,
Net Income From Continuing And Discontinued Operation,805038000.0,793572000.0,999987000.0,908839000.0,
Total Expenses,10903953000.0,11052336000.0,11173385000.0,10311354000.0,
Total Operating Income As Reported,1067932000.0,1072046000.0,1312607000.0,1122599000.0,
Diluted Average Shares,548832000.0,548982000.0,549566000.0,547580000.0,
Basic Average Shares,548129000.0,546421000.0,544918000.0,541114000.0,
Diluted EPS,1.47,1.45,1.82,1.66,
Basic EPS,1.47,1.45,1.84,1.68,
Diluted NI Availto Com Stockholders,805038000.0,793572000.0,999987000.0,908839000.0,
Net Income Common Stockholders,805038000.0,793572000.0,999987000.0,908839000.0,
Net Income,805038000.0,793572000.0,999987000.0,908839000.0,
Minority Interests,407000.0,653000.0,-239000.0,-301000.0,
Net Income Including Noncontrolling Interests,804631000.0,792920000.0,1000226000.0,909140000.0,
Net Income Continuous Operations,804631000.0,792920000.0,1000226000.0,909140000.0,
Tax Provision,230803000.0,220552000.0,277877000.0,217029000.0,
Pretax Income,1035434000.0,1013472000.0,1278103000.0,1126170000.0,
Other Income Expense,51088000.0,14371000.0,27185000.0,47763000.0,
Special Income Charges,0.0,-28383000.0,0.0,0.0,
Impairment Of Capital Assets,,28383000.0,0.0,0.0,0.0
Earnings From Equity Interest,51088000.0,42754000.0,27185000.0,47763000.0,
Net Non Operating Interest Income Expense,-32498000.0,-58574000.0,-34503000.0,3571000.0,
Interest Expense Non Operating,80894000.0,73402000.0,62515000.0,43307000.0,
Interest Income Non Operating,48396000.0,14828000.0,28012000.0,46878000.0,
Operating Income,1016844000.0,1057674000.0,1285421000.0,1074835000.0,
Operating Expense,1005294000.0,942167000.0,879265000.0,853071000.0,
Selling General And Administration,1005294000.0,942167000.0,879265000.0,853071000.0,
Gross Profit,2022138000.0,1999841000.0,2164686000.0,1927906000.0,
Cost Of Revenue,9898659000.0,10110169000.0,10294120000.0,9458283000.0,
Total Revenue,11920797000.0,12110010000.0,12458806000.0,11386189000.0,
Operating Revenue,11920797000.0,12110010000.0,12458806000.0,11386189000.0,
