,Open,High,Low,Close,Volume
2025-05-17,74.69999694824219,75.51000213623047,74.01000213623047,75.4000015258789,4008400.0
2025-05-16,74.69999694824219,75.51000213623047,74.01000213623047,75.4000015258789,4008400.0
2025-05-15,74.08000183105469,74.73999786376953,73.5199966430664,74.73999786376953,2432100.0
2025-05-14,74.41999816894531,74.75,73.38999938964844,73.55999755859375,2895900.0
2025-05-13,76.48999786376953,76.54000091552734,73.76000213623047,74.80000305175781,2289500.0
2025-05-12,76.12000274658203,76.91999816894531,75.5999984741211,76.48999786376953,2349200.0
2025-05-11,76.17666880289714,76.7999979654948,75.65333302815755,76.3499984741211,2062900.0
2025-05-10,76.23333485921223,76.67999776204427,75.70666758219402,76.20999908447266,1776600.0
2025-05-09,76.29000091552734,76.55999755859375,75.76000213623047,76.06999969482422,1490300.0
2025-05-08,75.11000061035156,77.30000305175781,74.7300033569336,76.22000122070312,2335000.0
2025-05-07,74.68000030517578,75.43000030517578,74.06999969482422,74.95999908447266,1606400.0
2025-05-06,75.02999877929688,75.44000244140625,74.4000015258789,74.7300033569336,1975900.0
2025-05-05,75.80999755859375,75.94000244140625,74.69999694824219,75.30000305175781,1713700.0
2025-05-04,75.8133316040039,76.07333374023438,74.77666473388672,75.54000091552734,1751133.3333333333
2025-05-03,75.81666564941406,76.2066650390625,74.85333251953125,75.77999877929688,1788566.6666666667
2025-05-02,75.81999969482422,76.33999633789062,74.93000030517578,76.0199966430664,1826000.0
2025-05-01,75.75,75.88999938964844,74.83000183105469,75.11000061035156,2295500.0
2025-04-30,76.61000061035156,77.04000091552734,75.4000015258789,76.66000366210938,2606100.0
2025-04-29,74.30000305175781,76.1500015258789,73.68000030517578,76.02999877929688,1357100.0
2025-04-28,74.61000061035156,74.88999938964844,73.83000183105469,74.70999908447266,1949900.0
2025-04-27,74.74000040690105,74.96666717529297,73.85333506266277,74.65333302815755,1718633.3333333333
2025-04-26,74.87000020345052,75.0433349609375,73.87666829427083,74.59666697184245,1487366.6666666667
2025-04-25,75.0,75.12000274658203,73.9000015258789,74.54000091552734,1256100.0
2025-04-24,76.36000061035156,76.36000061035156,74.97000122070312,75.01000213623047,1289700.0
2025-04-23,76.0999984741211,77.0199966430664,75.63999938964844,76.5999984741211,1765800.0
2025-04-22,75.02999877929688,76.01000213623047,74.20999908447266,75.73999786376953,1577500.0
2025-04-21,75.0,75.4000015258789,73.98999786376953,74.66999816894531,1680000.0
2025-04-20,74.70999908447266,75.47750091552734,73.92499923706055,74.83249855041504,1923200.0
2025-04-19,74.41999816894531,75.55500030517578,73.86000061035156,74.99499893188477,2166400.0
2025-04-18,74.12999725341797,75.63249969482422,73.79500198364258,75.15749931335449,2409600.0
2025-04-17,73.83999633789062,75.70999908447266,73.7300033569336,75.31999969482422,2652800.0
2025-04-16,75.70999908447266,75.7699966430664,72.98999786376953,73.54000091552734,2500600.0
2025-04-15,77.6500015258789,78.0,75.02999877929688,75.2699966430664,1639800.0
2025-04-14,76.37000274658203,77.91000366210938,75.79000091552734,77.5999984741211,1959200.0
2025-04-13,76.14333597819011,77.51333618164062,75.3933334350586,77.06000010172527,1914933.3333333333
2025-04-12,75.91666920979817,77.11666870117188,74.99666595458984,76.52000172932942,1870666.6666666667
2025-04-11,75.69000244140625,76.72000122070312,74.5999984741211,75.9800033569336,1826400.0
2025-04-10,75.41999816894531,76.79000091552734,74.19000244140625,75.54000091552734,2518200.0
2025-04-09,71.23999786376953,76.37000274658203,70.80999755859375,75.9000015258789,3746200.0
