,Open,High,Low,Close,Volume
2025-05-17,320.1600036621094,322.19000244140625,317.17999267578125,321.55999755859375,1574400.0
2025-05-16,320.1600036621094,322.19000244140625,317.17999267578125,321.55999755859375,1574400.0
2025-05-15,318.3599853515625,321.8699951171875,317.739990234375,318.7699890136719,1535400.0
2025-05-14,316.95001220703125,321.8599853515625,316.7900085449219,319.3900146484375,1463300.0
2025-05-13,312.4200134277344,319.57000732421875,311.57000732421875,318.6600036621094,1707200.0
2025-05-12,320.0,320.0,308.5799865722656,311.7699890136719,2439800.0
2025-05-11,316.50999959309894,316.50999959309894,306.9933268229167,309.77332560221356,2119866.6666666665
2025-05-10,313.01999918619794,313.01999918619794,305.4066670735677,307.7766621907552,1799933.3333333333
2025-05-09,309.5299987792969,309.5299987792969,303.82000732421875,305.7799987792969,1480000.0
2025-05-08,311.2200012207031,313.0,307.70001220703125,307.9599914550781,1609500.0
2025-05-07,306.1499938964844,310.8800048828125,304.7699890136719,308.3399963378906,1774300.0
2025-05-06,302.8900146484375,308.6499938964844,302.2900085449219,305.7799987792969,1643000.0
2025-05-05,307.0,311.9800109863281,305.6000061035156,308.8299865722656,1794200.0
2025-05-04,306.42332967122394,311.5133361816406,305.1300048828125,308.6033223470052,1841300.0
2025-05-03,305.84665934244794,311.0466613769531,304.6600036621094,308.3766581217448,1888400.0
2025-05-02,305.2699890136719,310.5799865722656,304.19000244140625,308.1499938964844,1935500.0
2025-05-01,301.739990234375,304.70001220703125,299.4100036621094,299.7300109863281,2304200.0
2025-04-30,294.510009765625,299.9800109863281,293.8500061035156,297.739990234375,2780600.0
2025-04-29,289.6400146484375,303.6000061035156,289.6400146484375,302.2200012207031,3815600.0
2025-04-28,288.0199890136719,289.4100036621094,281.70001220703125,285.739990234375,3416100.0
2025-04-27,285.34332275390625,289.77333577473956,280.95001220703125,287.0366617838542,3082066.6666666665
2025-04-26,282.6666564941406,290.1366678873698,280.20001220703125,288.3333333333333,2748033.3333333335
2025-04-25,279.989990234375,290.5,279.45001220703125,289.6300048828125,2414000.0
2025-04-24,270.30999755859375,283.0,270.0,281.7799987792969,2177700.0
2025-04-23,266.7799987792969,272.80999755859375,264.7900085449219,265.4200134277344,1708400.0
2025-04-22,255.22999572753906,260.6700134277344,251.9499969482422,258.1499938964844,1389100.0
2025-04-21,257.0199890136719,257.1600036621094,247.6999969482422,251.55999755859375,1494800.0
2025-04-20,258.4624938964844,258.6600036621094,250.24499893188477,253.7249984741211,1599750.0
2025-04-19,259.9049987792969,260.1600036621094,252.79000091552734,255.88999938964844,1704700.0
2025-04-18,261.3475036621094,261.6600036621094,255.33500289916992,258.0550003051758,1809650.0
2025-04-17,262.7900085449219,263.1600036621094,257.8800048828125,260.2200012207031,1914600.0
2025-04-16,256.510009765625,262.0799865722656,254.47999572753906,259.260009765625,2170800.0
2025-04-15,262.0,266.0799865722656,260.79998779296875,264.30999755859375,1857200.0
2025-04-14,264.6000061035156,265.5899963378906,257.6499938964844,260.55999755859375,1453800.0
2025-04-13,260.90667215983075,263.8666687011719,254.61666361490884,260.19666544596356,1518366.6666666667
2025-04-12,257.2133382161458,262.1433410644531,251.58333333333334,259.8333333333333,1582933.3333333333
2025-04-11,253.52000427246094,260.4200134277344,248.5500030517578,259.4700012207031,1647500.0
2025-04-10,256.8800048828125,258.54998779296875,244.99000549316406,254.02000427246094,2603500.0
2025-04-09,230.6999969482422,266.6499938964844,229.60000610351562,264.6499938964844,4256800.0
2025-04-08,237.80999755859375,244.3000030517578,228.1999969482422,231.63999938964844,2654500.0
2025-04-07,229.64999389648438,245.66000366210938,221.55999755859375,233.82000732421875,4174300.0
2025-04-06,234.27666219075522,245.84666951497397,225.163330078125,233.50667317708334,4183933.3333333335
2025-04-05,238.90333048502603,246.03333536783853,228.76666259765625,233.1933390299479,4193566.6666666665
2025-04-04,243.52999877929688,246.22000122070312,232.3699951171875,232.8800048828125,4203200.0
2025-04-03,252.33999633789062,255.19000244140625,245.4199981689453,248.91000366210938,2995200.0
2025-04-02,253.52000427246094,265.7300109863281,253.44000244140625,264.94000244140625,1859500.0
2025-04-01,252.63999938964844,259.4800109863281,251.82000732421875,258.7900085449219,1421500.0
2025-03-31,253.08999633789062,254.97000122070312,248.52000427246094,254.3300018310547,2259500.0
2025-03-30,256.163330078125,257.72666422526044,250.97000122070312,255.11666870117188,1922633.3333333335
2025-03-29,259.2366638183594,260.4833272298177,253.4199981689453,255.90333557128906,1585766.6666666667
2025-03-28,262.30999755859375,263.239990234375,255.8699951171875,256.69000244140625,1248900.0
