,Open,High,Low,Close,Volume
2025-05-17,148.64999389648438,151.88999938964844,148.4600067138672,151.75999450683594,646600.0
2025-05-16,148.64999389648438,151.88999938964844,148.4600067138672,151.75999450683594,646600.0
2025-05-15,146.44000244140625,148.6999969482422,146.07000732421875,148.5800018310547,687100.0
2025-05-14,146.1199951171875,146.47999572753906,144.66000366210938,145.80999755859375,1001700.0
2025-05-13,149.5800018310547,149.92999267578125,145.94000244140625,147.02000427246094,914500.0
2025-05-12,150.1199951171875,151.07000732421875,147.13999938964844,148.88999938964844,876100.0
2025-05-11,149.2633310953776,150.5233357747396,147.27666727701822,148.73333231608072,758166.6666666666
2025-05-10,148.40666707356772,149.9766642252604,147.41333516438803,148.57666524251303,640233.3333333334
2025-05-09,147.5500030517578,149.42999267578125,147.5500030517578,148.4199981689453,522300.0
2025-05-08,147.52000427246094,148.97999572753906,145.67999267578125,147.42999267578125,925200.0
2025-05-07,147.3699951171875,149.0,146.8699951171875,147.22999572753906,996000.0
2025-05-06,148.1300048828125,149.17999267578125,147.1199951171875,147.22000122070312,654900.0
2025-05-05,149.22999572753906,150.32000732421875,148.14999389648438,149.3800048828125,833000.0
2025-05-04,149.73999532063803,150.74000549316406,148.3899943033854,149.44000244140625,834700.0
2025-05-03,150.24999491373697,151.16000366210938,148.62999471028647,149.5,836400.0
2025-05-02,150.75999450683594,151.5800018310547,148.8699951171875,149.55999755859375,838100.0
2025-05-01,146.6199951171875,150.07000732421875,145.50999450683594,148.27999877929688,1467700.0
2025-04-30,143.4499969482422,146.8800048828125,141.47000122070312,146.52000427246094,1782900.0
2025-04-29,141.5399932861328,142.2899932861328,140.08999633789062,141.42999267578125,1154400.0
2025-04-28,140.55999755859375,142.1199951171875,140.35000610351562,141.91000366210938,804100.0
2025-04-27,140.95999654134116,142.2266642252604,140.14000447591147,141.6233367919922,779400.0
2025-04-26,141.35999552408853,142.33333333333334,139.93000284830728,141.336669921875,754700.0
2025-04-25,141.75999450683594,142.44000244140625,139.72000122070312,141.0500030517578,730000.0
2025-04-24,141.74000549316406,143.27000427246094,140.47999572753906,141.86000061035156,906100.0
2025-04-23,144.16000366210938,144.4499969482422,140.24000549316406,141.3000030517578,798300.0
2025-04-22,140.61000061035156,142.8800048828125,139.91000366210938,141.8300018310547,789700.0
2025-04-21,139.75999450683594,140.72999572753906,136.33999633789062,138.1999969482422,946700.0
2025-04-20,139.69499588012695,141.0724983215332,137.01749801635742,138.94499588012695,888650.0
2025-04-19,139.62999725341797,141.41500091552734,137.69499969482422,139.68999481201172,830600.0
2025-04-18,139.56499862670898,141.75750350952148,138.37250137329102,140.43499374389648,772550.0
2025-04-17,139.5,142.10000610351562,139.0500030517578,141.17999267578125,714500.0
2025-04-16,139.00999450683594,140.05999755859375,137.0800018310547,138.22000122070312,632800.0
2025-04-15,137.52000427246094,139.25,136.91000366210938,138.24000549316406,1171000.0
2025-04-14,134.3000030517578,137.8000030517578,134.0,137.6699981689453,1139900.0
2025-04-13,133.11333719889322,136.5300038655599,132.18333435058594,136.40333048502603,1208633.3333333333
2025-04-12,131.92667134602866,135.26000467936197,130.36666870117188,135.13666280110678,1277366.6666666667
2025-04-11,130.74000549316406,133.99000549316406,128.5500030517578,133.8699951171875,1346100.0
2025-04-10,134.75999450683594,137.24000549316406,128.89999389648438,131.83999633789062,2067900.0
2025-04-09,124.20999908447266,136.2100067138672,121.02999877929688,135.69000244140625,1864000.0
2025-04-08,134.92999267578125,134.92999267578125,124.91000366210938,126.61000061035156,1634700.0
2025-04-07,137.47999572753906,138.80999755859375,130.74000549316406,132.3800048828125,1775800.0
2025-04-06,139.26666259765625,140.63666280110678,133.12666829427084,134.3233388264974,1643500.0
2025-04-05,141.05332946777344,142.46332804361978,135.5133310953776,136.26667277018228,1511200.0
2025-04-04,142.83999633789062,144.2899932861328,137.89999389648438,138.2100067138672,1378900.0
2025-04-03,146.0500030517578,148.5399932861328,143.39999389648438,144.16000366210938,1530000.0
2025-04-02,147.32000732421875,148.14999389648438,145.4499969482422,147.47000122070312,1442500.0
2025-04-01,149.2100067138672,149.6699981689453,146.4499969482422,147.83999633789062,830000.0
2025-03-31,146.0800018310547,149.42999267578125,146.0800018310547,148.49000549316406,1355000.0
2025-03-30,146.18333435058594,148.41666158040366,145.586669921875,147.4800059000651,1107566.6666666667
2025-03-29,146.2866668701172,147.40333048502603,145.0933380126953,146.47000630696616,860133.3333333334
2025-03-28,146.38999938964844,146.38999938964844,144.60000610351562,145.4600067138672,612700.0
2025-03-27,146.3300018310547,148.44000244140625,144.7899932861328,145.19000244140625,650400.0
2025-03-26,145.1999969482422,146.0,143.6999969482422,145.5800018310547,532700.0
2025-03-25,146.11000061035156,146.77999877929688,143.0,144.58999633789062,1034900.0
2025-03-24,144.3800048828125,146.4199981689453,143.91000366210938,145.99000549316406,1248200.0
2025-03-23,144.77667236328125,146.13666788736978,143.73333740234375,145.26000467936197,1422066.6666666667
2025-03-22,145.17333984375,145.85333760579428,143.55667114257812,144.5300038655599,1595933.3333333333
2025-03-21,145.57000732421875,145.57000732421875,143.3800048828125,143.8000030517578,1769800.0
2025-03-20,147.44000244140625,147.99000549316406,145.5,145.8699951171875,1288200.0
2025-03-19,147.02999877929688,148.49000549316406,145.50999450683594,146.7899932861328,1192100.0
