Attribute,Value
Symbol,TDG
Name,Transdigm Group Incorporated
Industry,Aerospace & Defense
Sector,Industrials
Country,United States
Market Cap,79935332352
Description,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. The Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, batteries and chargers, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, delivery systems and electronic components, and cargo loading and handling systems. This segment serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Airframe segment provides engineered latching and locking devices, engineered rods, engineered connectors and elastomer sealing solutions, cockpit security components and systems, cockpit displays, engineered audio, radio and antenna systems, lavatory components, seat belts and safety restraints, engineered and customized interior surfaces and related components, thermal protection and insulation products, lighting and control technology, parachutes, specialized flight, wind tunnel and jet engine testing services and equipment, and testing and instrumentation solutions. This segment serves airframe manufacturers, cabin system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Non-aviation segment offers seat belts and safety restraints; mechanical/electromechanical actuators and controls; hydraulic/electromechanical actuators and fuel valves; refueling systems; and turbine controls. This segment serves off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers; and manufacturers of heavy equipment. TransDigm Group Incorporated was founded in 1993 and is based in Cleveland, Ohio."
Website,https://www.transdigm.com
Full Time Employees,16600
Currency,USD
Previous Close,1405.62
Open,1411.37
Bid,1395.0
Ask,1494.28
Day's Range,1392.97 - 1423.32
52 Week Range,1176.31 - 1488.54
Volume,268934
Avg. Volume,296438
Market Cap (intraday),79935332352
Beta (5Y Monthly),1.09
PE Ratio (TTM),48.080067
EPS (TTM),29.6
Earnings Date,1746530103
Forward Dividend & Yield,
Ex-Dividend Date,1728000000
1y Target Est,1521.3231
