Attribute,Value
Symbol,MTD
Name,"Mettler-Toledo International, I"
Industry,Diagnostics & Research
Sector,Healthcare
Country,United States
Market Cap,24054843392
Description,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services in the Americas, Europe, Asia, and internationally. It operates through five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other Operations. The company's laboratory instruments include laboratory balances, liquid pipetting solutions, automated laboratory reactors, real-time analytics, titrators, pH meters, process analytics sensors and analyzer technologies, physical value analyzers, density and refractometry, thermal analysis systems, and other analytical instruments; and LabX, a laboratory software platform to manage and analyze data generated by its instruments. Its industrial instruments comprise industrial weighing instruments and related terminals, automatic dimensional measurement and data capture solutions, vehicle scale systems, industrial software, metal detection equipment, x-ray systems, check weighing equipment, and other end-of-line product inspection systems. The company's retail weighing solutions consist of weighing and software solutions, AI-driven image recognition solution, and automated packaging and labelling solutions for the meat backroom. The company serves the life science industry, independent research organizations, and testing labs; food manufacturers and retailers; chemical, specialty chemical, and cosmetics companies; transportation and logistics, metals, and electronics industries; and the academic community through its direct sales force and indirect distribution channels. The company was incorporated in 1991 and is based in Columbus, Ohio."
Website,https://www.mt.com
Full Time Employees,16000
Currency,USD
Previous Close,1143.36
Open,1137.48
Bid,1078.45
Ask,1205.37
Day's Range,1118.33 - 1159.425
52 Week Range,946.69 - 1546.93
Volume,148564
Avg. Volume,194884
Market Cap (intraday),24054843392
Beta (5Y Monthly),1.399
PE Ratio (TTM),28.899874
EPS (TTM),40.05
Earnings Date,1746131400
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,1260.38
