Attribute,Value
Symbol,CBRE
Name,CBRE Group Inc
Industry,Real Estate Services
Sector,Real Estate
Country,United States
Market Cap,39233597440
Description,"CBRE Group, Inc. operates as a commercial real estate services and investment company in the United States, the United Kingdom, and internationally. The Advisory Services segment offers strategic advice and execution to owners, investors, and occupiers of real estate in connection with leasing of offices, and industrial and retail space; clients fully integrated property sales services under the CBRE Capital Markets brand; clients commercial mortgage and structured financing services; originates and sells commercial mortgage loans; property management services, such as marketing, building engineering, accounting, and financial services on a contractual basis for owners of and investors in office, industrial, and retail properties; and valuation services that include market value appraisals, litigation support, discounted cash flow analyses, and feasibility studies, as well as consulting services, such as property condition reports, hotel advisory, and environmental consulting. The Global Workplace Solutions segment provides facilities management, including day-to-day management of client-occupied space, headquarters, regional offices, administrative offices, data centers and other critical facilities, manufacturing and laboratory facilities, and distribution facilities and retail space; and project management services comprising building consulting, program, and project and cost management services under the Turner & Townsend brand name. The Real Estate Investments segment offers investment management services under the CBRE Investment Management brand to pension funds, insurance companies, sovereign wealth funds, foundations, endowments, and other institutional investors; and development services, such as real estate development and investment activities under the Trammell Crow Company and Telford Homes brands to users and investors in commercial real estate, and for their own account. CBRE Group, Inc. was founded in 1906 and is headquartered in Dallas, Texas."
Website,https://www.cbre.com
Full Time Employees,140000
Currency,USD
Previous Close,130.27
Open,130.89
Bid,123.5
Ask,131.68
Day's Range,129.93 - 131.75
52 Week Range,84.24 - 147.75
Volume,1324185
Avg. Volume,1960493
Market Cap (intraday),39233597440
Beta (5Y Monthly),1.303
PE Ratio (TTM),40.371166
EPS (TTM),3.26
Earnings Date,1745492100
Forward Dividend & Yield,
Ex-Dividend Date,1713484800
1y Target Est,142.83333
