Attribute,Value
Symbol,CCL
Name,Carnival Corporation
Industry,Travel Services
Sector,Consumer Cyclical
Country,United States
Market Cap,31690174464
Description,"Carnival Corporation & plc, a cruise company, provides leisure travel services in North America, Australia, Europe, and internationally. The company operates through four segments: NAA Cruise Operations, Europe Cruise Operations, Cruise Support, and Tour and Other. It operates port destinations and islands, as well as owns and operates hotels, lodges, glass-domed railcars, and motorcoaches. The company offers its services under the AIDA Cruises, Carnival Cruise Line, Costa Cruises, Cunard, Holland America Line, P&O Cruises (Australia), P&O Cruises (UK), Princess Cruises, and Seabourn brands. It sells its cruises through travel agents, tour operators, vacation planners, websites, and onboard future cruise consultants. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida."
Website,https://www.carnivalcorp.com
Full Time Employees,115000
Currency,USD
Previous Close,23.0
Open,23.26
Bid,23.31
Ask,23.44
Day's Range,23.05 - 23.46
52 Week Range,13.78 - 28.72
Volume,16948077
Avg. Volume,27224114
Market Cap (intraday),31690174464
Beta (5Y Monthly),2.508
PE Ratio (TTM),15.0903225
EPS (TTM),1.55
Earnings Date,1742560200
Forward Dividend & Yield,
Ex-Dividend Date,1582156800
1y Target Est,27.85667
