Attribute,Value
Symbol,ECL
Name,Ecolab Inc.
Industry,Specialty Chemicals
Sector,Basic Materials
Country,United States
Market Cap,73455378432
Description,"Ecolab Inc. provides water, hygiene, and infection prevention solutions and services in the United States and internationally. The company operates through four reportable segments: Global Industrial, Global Institutional & Specialty, Global Healthcare & Life Sciences, and Global Pest Elimination. The Global Industrial segment offers water treatment and process applications, and cleaning and sanitizing solutions to manufacturing, food and beverage processing, transportation, chemical, metals and mining, power generation, refining, pulp and paper, and petrochemical industries. The Global Institutional & Specialty segment provides cleaning and sanitizing products to the foodservice, hospitality, lodging, government and education, and retail industries. The Global Healthcare & Life Sciences segment offers cleaning and sanitizing products, such as infection prevention, and end-to-end cleaning and contamination control solutions to the healthcare, personal care, and pharmaceutical industries under the Ecolab, Bioquell, Purolite, and Anios brand names. The Global Pest Elimination segment provides pest elimination services to detect, prevent, and eliminate pests comprising rodents and insects in full-service and quick-service restaurants, food and beverage processors, hotels, grocery operations, and other commercial segments, including education, life sciences, and healthcare. It sells its products through field sales and corporate account personnel, distributors, and dealers. Ecolab Inc. was founded in 1923 and is headquartered in Saint Paul, Minnesota."
Website,https://www.ecolab.com
Full Time Employees,48000
Currency,USD
Previous Close,255.91
Open,255.84
Bid,258.67
Ask,265.0
Day's Range,254.74 - 259.14
52 Week Range,220.96 - 273.69
Volume,1118105
Avg. Volume,1452596
Market Cap (intraday),73455378432
Beta (5Y Monthly),1.056
PE Ratio (TTM),35.202446
EPS (TTM),7.36
Earnings Date,1745928002
Forward Dividend & Yield,2.6 (1.0)
Ex-Dividend Date,1750118400
1y Target Est,273.2709
