Attribute,Value
Symbol,AZO
Name,"AutoZone, Inc."
Industry,Auto Parts
Sector,Consumer Cyclical
Country,United States
Market Cap,63341883392
Description,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories in the United States, Mexico, and Brazil. The company provides various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. It also offers A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. In addition, the company provides maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. Further, it offers air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, tools, vehicle entertainment systems, and wash and wax products, as well as towing services. Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic, repair, collision, and shop management information software under the ALLDATA brand through alldata.com; Duralast branded products through duralastparts.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. AutoZone, Inc. was founded in 1979 and is headquartered in Memphis, Tennessee."
Website,https://www.autozone.com
Full Time Employees,75600
Currency,USD
Previous Close,3758.37
Open,3760.42
Bid,3765.09
Ask,3774.96
Day's Range,3747.2 - 3791.3245
52 Week Range,2728.97 - 3916.81
Volume,161301
Avg. Volume,140595
Market Cap (intraday),63341883392
Beta (5Y Monthly),0.443
PE Ratio (TTM),25.44466
EPS (TTM),148.81
Earnings Date,1748349000
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,3835.5022
