Attribute,Value
Symbol,FE
Name,FirstEnergy Corp.
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,24633016320
Description,"FirstEnergy Corp., together with its subsidiaries, engages in the generation, distribution, and transmission of electricity in the United States. It operates through Distribution, Integrated, and Stand-Alone Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, wind, and solar power generating facilities. It operates 252,244 distribution line miles and 24,143 transmission line miles, including overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves customers in Ohio, Pennsylvania, New Jersey, West Virginia, Maryland, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio."
Website,https://www.firstenergycorp.com
Full Time Employees,12294
Currency,USD
Previous Close,42.44
Open,42.35
Bid,42.04
Ask,42.68
Day's Range,42.1292 - 42.68
52 Week Range,37.58 - 44.97
Volume,3125823
Avg. Volume,6092565
Market Cap (intraday),24633016320
Beta (5Y Monthly),0.397
PE Ratio (TTM),22.702127
EPS (TTM),1.88
Earnings Date,1745439602
Forward Dividend & Yield,1.78 (4.17)
Ex-Dividend Date,1746576000
1y Target Est,44.69333
