Attribute,Value
Symbol,BXP
Name,"BXP, Inc."
Industry,REIT - Office
Sector,Real Estate
Country,United States
Market Cap,11990245376
Description,"BXP, Inc. (NYSE: BXP) is the largest publicly traded developer, owner, and manager of premier workplaces in the United States, concentrated in six dynamic gateway markets - Boston, Los Angeles, New York, San Francisco, Seattle, and Washington, DC. BXP has delivered places that power progress for our clients and communities for more than 50 years. BXP is a fully integrated real estate company, organized as a real estate investment trust (REIT). Including properties owned by unconsolidated joint ventures, BXP's portfolio totals 53.3 million square feet and 185 properties, including seven properties under construction/redevelopment."
Website,https://www.bxp.com
Full Time Employees,816
Currency,USD
Previous Close,66.98
Open,67.06
Bid,67.82
Ask,67.81
Day's Range,66.52 - 67.935
52 Week Range,54.22 - 90.11
Volume,1103302
Avg. Volume,1539298
Market Cap (intraday),11990245376
Beta (5Y Monthly),1.148
PE Ratio (TTM),
EPS (TTM),-0.03
Earnings Date,1745957700
Forward Dividend & Yield,3.92 (5.78)
Ex-Dividend Date,1743379200
1y Target Est,75.84211
