Attribute,Value
Symbol,BEN
Name,"Franklin Resources, Inc."
Industry,Asset Management
Sector,Financial Services
Country,United States
Market Cap,11761159168
Description,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. It launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. The firm invests in the public equity, fixed income, and alternative markets. Franklin Resources, Inc. was founded in 1947 and is based in San Mateo, California with an additional office in Calgary, Canada; Dubai, United Arab Emirates; Edinburgh, United Kingdom; Fort Lauderdale, United States; Hyderabad, India; London, United Kingdom; Rancho Cordova, United states; Shanghai, China; Singapore; Stamford, United States; and Vienna, Austria."
Website,https://www.franklinresources.com
Full Time Employees,10000
Currency,USD
Previous Close,22.18
Open,22.16
Bid,21.59
Ask,22.44
Day's Range,22.15 - 22.415
52 Week Range,16.25 - 24.37
Volume,3514077
Avg. Volume,4749563
Market Cap (intraday),11761159168
Beta (5Y Monthly),1.419
PE Ratio (TTM),32.43478
EPS (TTM),0.69
Earnings Date,1746189000
Forward Dividend & Yield,1.28 (5.72)
Ex-Dividend Date,1743379200
1y Target Est,20.0
