Attribute,Value
Symbol,ANET
Name,"Arista Networks, Inc."
Industry,Computer Hardware
Sector,Technology
Country,United States
Market Cap,121095806976
Description,"Arista Networks Inc engages in the development, marketing, and sale of data-driven, client to cloud networking solutions for AI, data center, campus, and routing environments in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. Its cloud networking solutions consist of Extensible Operating System (EOS), a publish-subscribe state-sharing networking operating system offered in combination with a set of network applications. The company offers data center, cloud and AI networking, cognitive adjacencies, and cognitive network software and services. It also provides post contract customer support services, such as technical support, hardware repair and replacement parts beyond standard warranty, bug fixes, patches, and upgrade services. The company serves a range of industries comprising internet companies, cloud service providers, financial services organizations, government agencies, media and entertainment, healthcare, oil and gas, education, manufacturing, industrial, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks Inc in October 2008. Arista Networks Inc was incorporated in 2004 and is headquartered in Santa Clara, California."
Website,https://www.arista.com
Full Time Employees,4412
Currency,USD
Previous Close,96.07
Open,96.62
Bid,93.8
Ask,94.6
Day's Range,95.38 - 96.78
52 Week Range,59.43 - 133.575
Volume,5815713
Avg. Volume,12286930
Market Cap (intraday),121095806976
Beta (5Y Monthly),1.387
PE Ratio (TTM),40.683544
EPS (TTM),2.37
Earnings Date,1746561900
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,105.7587
