Attribute,Value
Symbol,AEP
Name,American Electric Power Company
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,55043452928
Description,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources; owns, operates, maintains, and invests in transmission infrastructure; and engages in wholesale energy trading and marketing business. It operates approximately 225,000 circuit miles of distribution lines that delivers electricity to 5.6 million customers; 40,000 circuit miles of transmission lines; and 23,000 MWs of regulated owned generating capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio."
Website,https://www.aep.com
Full Time Employees,16330
Currency,USD
Previous Close,101.61
Open,101.645
Bid,96.26
Ask,107.21
Day's Range,101.255 - 103.09
52 Week Range,85.93 - 110.48
Volume,2845123
Avg. Volume,4318626
Market Cap (intraday),55043452928
Beta (5Y Monthly),0.435
PE Ratio (TTM),19.891893
EPS (TTM),5.18
Earnings Date,1746529023
Forward Dividend & Yield,3.72 (3.61)
Ex-Dividend Date,1746748800
1y Target Est,108.96647
