Attribute,Value
Symbol,EVRG
Name,"Evergy, Inc."
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,15399991296
Description,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in the United States. It generates electricity through coal, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, other renewable sources. The company serves residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri."
Website,https://investors.evergy.com
Full Time Employees,4731
Currency,USD
Previous Close,65.7
Open,65.98
Bid,62.41
Ask,69.8
Day's Range,65.705 - 67.13
52 Week Range,52.1 - 70.36
Volume,2284505
Avg. Volume,2614585
Market Cap (intraday),15399991296
Beta (5Y Monthly),0.505
PE Ratio (TTM),17.613157
EPS (TTM),3.8
Earnings Date,1746702000
Forward Dividend & Yield,2.67 (3.99)
Ex-Dividend Date,1747958400
1y Target Est,72.70385
