Attribute,Value
Symbol,FDX
Name,FedEx Corporation
Industry,Integrated Freight & Logistics
Sector,Industrials
Country,United States
Market Cap,54990368768
Description,"FedEx Corporation, together with its subsidiaries, provides transportation, e-commerce, and business services in the United States and internationally. It operates through FedEx Express, FedEx Ground, FedEx Freight, and FedEx Services segments. The FedEx Express segment offers express transportation, small-package ground delivery, and freight transportation services; and time-critical transportation services. The FedEx Ground segment provides small-package ground delivery services. The FedEx Freight segment offers less-than-truckload freight transportation services. The FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and back-office support services. In addition, the company offers supply chain management solutions; and air and ocean freight forwarding and cargo transportation, specialty transportation, customs brokerage, third party logistics and supply chain, and document and business solutions, as well as provides trade management tools and data. The company was founded in 1971 and is headquartered in Memphis, Tennessee."
Website,https://www.fedex.com
Full Time Employees,306000
Currency,USD
Previous Close,231.11
Open,231.505
Bid,228.0
Ask,228.49
Day's Range,226.65 - 232.49
52 Week Range,194.3 - 313.84
Volume,2269914
Avg. Volume,1983685
Market Cap (intraday),54990368768
Beta (5Y Monthly),1.375
PE Ratio (TTM),14.45277
EPS (TTM),15.88
Earnings Date,1750798800
Forward Dividend & Yield,5.52 (2.41)
Ex-Dividend Date,1741564800
1y Target Est,277.22934
