Attribute,Value
Symbol,COR
Name,"Cencora, Inc."
Industry,Medical Distribution
Sector,Healthcare
Country,United States
Market Cap,56251314176
Description,"Cencora, Inc. sources and distributes pharmaceutical products in the United States and internationally. The company's U.S. Healthcare Solutions segment distributes pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, and related services to acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and alternate site pharmacies, and other customers; provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; packaging solutions to institutional and retail healthcare providers; clinical trial support, product post-approval, and commercialization support services; data analytics, outcomes research, and other services for biotechnology and pharmaceutical manufacturers; pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and other products to the companion animal and production animal markets; and sales force services to manufacturers. This segment also distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; and offers other services to physicians who specialize in various disease states, such as oncology, as well as to other healthcare providers, including hospitals and dialysis clinics. Its International Healthcare Solutions segment provides international pharmaceutical wholesale and related service, and global commercialization services; distributes pharmaceuticals, other healthcare products, and related services to pharmacies, doctors, health centers, and hospitals; and offers specialty transportation and logistics services for the biopharmaceutical industry. The company was formerly known as AmerisourceBergen Corporation and changed its name to Cencora, Inc. in August 2023. Cencora, Inc. was founded in 1871 and is headquartered in Conshohocken, Pennsylvania."
Website,https://www.cencora.com
Full Time Employees,42000
Currency,USD
Previous Close,285.42
Open,285.76
Bid,289.81
Ask,290.3
Day's Range,285.55 - 290.52
52 Week Range,214.77 - 309.35
Volume,1355470
Avg. Volume,1870525
Market Cap (intraday),56251314176
Beta (5Y Monthly),0.6
PE Ratio (TTM),33.551445
EPS (TTM),8.65
Earnings Date,1746613800
Forward Dividend & Yield,2.2 (0.76)
Ex-Dividend Date,1747353600
1y Target Est,317.08868
