Attribute,Value
Symbol,RJF
Name,"Raymond James Financial, Inc."
Industry,Asset Management
Sector,Financial Services
Country,United States
Market Cap,31046062080
Description,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party mutual fund and annuity companies, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; securities borrowing and lending services; diversification strategies and alternative investment products; and custodial, trade execution, research, and other support and services. The Capital Markets segment provides investment banking services, such as equity and debt underwriting, and merger and acquisition advisory services; and fixed income and equity brokerage services. This segment also offers institutional sales, securities trading, equity research, and the syndication and management of investments in low-income housing funds and funds of a similar nature. The Asset Management segment provides asset management, portfolio management, and related administrative services to retail and institutional clients; and administrative support services, such as record-keeping. The Bank segment offers various types of loans, including securities-based, commercial and industrial, commercial real estate and construction, real estate investment trust, residential mortgage, and tax-exempt loans; insured deposit accounts; retail and corporate deposit; and liquidity management products and services. The Other segment engages in the private equity investments comprising invests in third-party funds. Raymond James Financial, Inc. was founded in 1962 and is headquartered in Saint Petersburg, Florida."
Website,https://www.raymondjames.com
Full Time Employees,19000
Currency,USD
Previous Close,152.95
Open,153.09
Bid,154.0
Ask,154.06
Day's Range,152.09 - 154.765
52 Week Range,104.24 - 174.32
Volume,600398
Avg. Volume,1559407
Market Cap (intraday),31046062080
Beta (5Y Monthly),1.041
PE Ratio (TTM),14.810394
EPS (TTM),10.39
Earnings Date,1745439037
Forward Dividend & Yield,2.0 (1.3)
Ex-Dividend Date,1743465600
1y Target Est,152.5
