Attribute,Value
Symbol,AMZN
Name,"Amazon.com, Inc."
Industry,Internet Retail
Sector,Consumer Cyclical
Country,United States
Market Cap,2182625624064
Description,"Amazon.com, Inc. engages in the retail sale of consumer products, advertising, and subscriptions service through online and physical stores in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It also manufactures and sells electronic devices, including Kindle, fire tablets, fire TVs, echo, ring, blink, and eero; and develops and produces media content. In addition, the company offers programs that enable sellers to sell their products in its stores; and programs that allow authors, independent publishers, musicians, filmmakers, Twitch streamers, skill and app developers, and others to publish and sell content. Further, it provides compute, storage, database, analytics, machine learning, and other services, as well as advertising services through programs, such as sponsored ads, display, and video advertising. Additionally, the company offers Amazon Prime, a membership program. The company's products offered through its stores include merchandise and content purchased for resale and products offered by third-party sellers. It serves consumers, sellers, developers, enterprises, content creators, advertisers, and employees. Amazon.com, Inc. was incorporated in 1994 and is headquartered in Seattle, Washington."
Website,https://www.aboutamazon.com
Full Time Employees,1560000
Currency,USD
Previous Close,205.17
Open,206.85
Bid,205.49
Ask,205.77
Day's Range,204.374 - 206.85
52 Week Range,151.61 - 242.52
Volume,42141065
Avg. Volume,52029811
Market Cap (intraday),2182625624064
Beta (5Y Monthly),1.308
PE Ratio (TTM),33.429268
EPS (TTM),6.15
Earnings Date,1746129660
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,237.86478
