Attribute,Value
Symbol,SBAC
Name,SBA Communications Corporation
Industry,REIT - Specialty
Sector,Real Estate
Country,United States
Market Cap,25043279872
Description,"SBA Communications Corporation is a leading independent owner and operator of wireless communications infrastructure including towers, buildings, rooftops, distributed antenna systems (DAS) and small cells. With a portfolio of more than 39,000 communications sites throughout the Americas and in Africa, SBA is listed on NASDAQ under the symbol SBAC. Our organization is part of the S&P 500 and one of the top Real Estate Investment Trusts (REITs) by market capitalization."
Website,https://www.sbasite.com
Full Time Employees,1720
Currency,USD
Previous Close,229.09
Open,229.44
Bid,211.83
Ask,249.45
Day's Range,229.165 - 233.26
52 Week Range,185.44 - 252.64
Volume,1084678
Avg. Volume,1049912
Market Cap (intraday),25043279872
Beta (5Y Monthly),0.825
PE Ratio (TTM),30.871523
EPS (TTM),7.55
Earnings Date,1745870460
Forward Dividend & Yield,4.44 (1.9)
Ex-Dividend Date,1747872000
1y Target Est,253.75
