Attribute,Value
Symbol,MDLZ
Name,"Mondelez International, Inc."
Industry,Confectioners
Sector,Consumer Defensive
Country,United States
Market Cap,84577640448
Description,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products in the Latin America, North America, Asia, the Middle East, Africa, and Europe. It provides biscuits and baked snacks, including cookies, crackers, salted snacks, snack bars, and cakes and pastries; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's brand portfolio includes Oreo, Ritz, LU, CLIF Bar, and Tate's Bake Shop biscuits and baked snacks, as well as Cadbury Dairy Milk, Milka, and Toblerone chocolate. It serves to supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, third party distributors, and other facilities, as well as through independent sales offices and agents. The company also sells products directly to businesses and consumers through e-retail platforms, retailer digital platforms, as well as through its direct-to-consumer websites and social media platforms. Mondelez International, Inc. was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. The company was incorporated in 2000 and is headquartered in Chicago, Illinois."
Website,https://www.mondelezinternational.com
Full Time Employees,90000
Currency,USD
Previous Close,65.14
Open,65.34
Bid,64.0
Ask,65.32
Day's Range,64.33 - 65.35
52 Week Range,53.95 - 76.06
Volume,7979811
Avg. Volume,9613880
Market Cap (intraday),84577640448
Beta (5Y Monthly),0.51
PE Ratio (TTM),24.282528
EPS (TTM),2.69
Earnings Date,1745957100
Forward Dividend & Yield,1.88 (2.88)
Ex-Dividend Date,1743379200
1y Target Est,72.70815
