Attribute,Value
Symbol,DAY
Name,"Dayforce, Inc."
Industry,Software - Application
Sector,Technology
Country,United States
Market Cap,9600852992
Description,"Dayforce Inc., together with its subsidiaries, operates as a human capital management (HCM) software company in the United States, Canada, Australia, and internationally. The company offers Dayforce, a cloud HCM platform that provides human resources, payroll and tax, workforce management, wallet, benefits, and talent intelligence functionalities; and Powerpay, a cloud HR and payroll solution for the small business market. It also provides payroll and payroll-related services; and professional services for its solutions, which include training and implementation consulting services. In addition, the company is involved in the shipment, rental, maintenance, and sale of payroll time clocks. It sells its solutions through direct sales force and third-party channels. The company was formerly known as Ceridian HCM Holding Inc. and changed its name to Dayforce Inc. in February 2024. Dayforce Inc. was founded in 1992 and is headquartered in Minneapolis, Minnesota."
Website,https://www.dayforce.com
Full Time Employees,9600
Currency,USD
Previous Close,59.13
Open,59.08
Bid,59.85
Ask,59.88
Day's Range,58.67 - 60.058
52 Week Range,47.08 - 82.69
Volume,1067075
Avg. Volume,2068015
Market Cap (intraday),9600852992
Beta (5Y Monthly),1.172
PE Ratio (TTM),375.3125
EPS (TTM),0.16
Earnings Date,1746615600
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,68.28118
