Attribute,Value
Symbol,CF
Name,"CF Industries Holdings, Inc."
Industry,Agricultural Inputs
Sector,Basic Materials
Country,United States
Market Cap,14221237248
Description,"CF Industries Holdings, Inc., together with its subsidiaries, engages in the manufacture and sale of hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities in North America, Europe, and internationally. The company operates through Ammonia, Granular Urea, UAN, AN, and Other segments. Its principal products include anhydrous ammonia, granular urea, urea ammonium nitrate, and ammonium nitrate products. The company also offers diesel exhaust fluid, urea liquor, nitric acid, and aqua ammonia products. It primarily serves cooperatives, retailers, independent fertilizer distributors, traders, wholesalers, and industrial users. CF Industries Holdings, Inc. was founded in 1946 and is headquartered in Northbrook, Illinois."
Website,https://www.cfindustries.com
Full Time Employees,2800
Currency,USD
Previous Close,86.23
Open,86.5
Bid,82.62
Ask,88.67
Day's Range,85.77 - 87.93
52 Week Range,67.34 - 98.25
Volume,1768129
Avg. Volume,2835949
Market Cap (intraday),14221237248
Beta (5Y Monthly),0.921
PE Ratio (TTM),11.611111
EPS (TTM),7.56
Earnings Date,1754510400
Forward Dividend & Yield,2.0 (2.28)
Ex-Dividend Date,1747267200
1y Target Est,88.06
