Attribute,Value
Symbol,DLTR
Name,"Dollar Tree, Inc."
Industry,Discount Stores
Sector,Consumer Defensive
Country,United States
Market Cap,18179903488
Description,"Dollar Tree, Inc. operates retail discount stores under the Dollar Tree and Dollar Tree Canada brands in the United States and Canada. The company offers consumable merchandise comprising everyday consumables, such as household paper and chemicals, food, candy, health, personal care products, and frozen and refrigerated food; variety merchandise consisting of toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods, including Christmas, Easter, Halloween, and Valentine's Day merchandise. Dollar Tree, Inc. was founded in 1986 and is based in Chesapeake, Virginia."
Website,https://www.dollartree.com
Full Time Employees,64434
Currency,USD
Previous Close,86.58
Open,86.73
Bid,81.98
Ask,91.35
Day's Range,86.37 - 87.195
52 Week Range,60.49 - 121.92
Volume,2632401
Avg. Volume,5291592
Market Cap (intraday),18179903488
Beta (5Y Monthly),0.871
PE Ratio (TTM),17.910975
EPS (TTM),4.83
Earnings Date,1742985060
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,85.51
