Attribute,Value
Symbol,DTE
Name,DTE Energy Company
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,28651735040
Description,"DTE Energy Company engages in the energy-related businesses and services. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.3 million residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through coal-fired plants, hydroelectric pumped storage, and nuclear plants, as well as wind and solar assets. This segment owns and operates 702 distribution substations with a capacity of approximately 37,710,000 kilovolt-amperes (kVA) and approximately 4,55,300 line transformers with a capacity of approximately 33,570,000 kVA. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to approximately 1.3 million residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. This segment has approximately 20,500 miles of distribution mains; 1,238,000 service pipelines; and 1,352,000 active meters, as well as owns approximately 2,000 miles of transmission pipelines. Its DTE Vantage segment offers metallurgical and petroleum coke to steel and other industries; and power generation, steam production, chilled water production, and wastewater treatment services, as well as compressed air supply to industrial customers. This segment also owns and operates 3 renewable generating plants with a capacity of 114 MWs; and 23 gas recovery sites. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1849 and is based in Detroit, Michigan."
Website,https://www.dteenergy.com
Full Time Employees,4750
Currency,USD
Previous Close,136.3
Open,135.98
Bid,130.92
Ask,140.0
Day's Range,135.89 - 138.21
52 Week Range,108.4 - 140.39
Volume,1698282
Avg. Volume,1548766
Market Cap (intraday),28651735040
Beta (5Y Monthly),0.469
PE Ratio (TTM),18.65811
EPS (TTM),7.4
Earnings Date,1746097921
Forward Dividend & Yield,4.36 (3.16)
Ex-Dividend Date,1750032000
1y Target Est,140.96562
