Attribute,Value
Symbol,EQT
Name,EQT Corporation
Industry,Oil & Gas E&P
Sector,Energy
Country,United States
Market Cap,33439248384
Description,"EQT Corporation engages in the production, gathering, and transmission of natural gas. The company sells natural gas and natural gas liquids to marketers, utilities, and industrial customers located in the Appalachian Basin. It also provides marketing services and contractual pipeline capacity management services, as well as involved in risk management and hedging activities. The company was formerly known as Equitable Resources Inc. and changed its name to EQT Corporation in February 2009. EQT Corporation was founded in 1888 and is headquartered in Pittsburgh, Pennsylvania."
Website,https://www.eqt.com
Full Time Employees,
Currency,USD
Previous Close,56.0
Open,55.84
Bid,55.3
Ask,57.0
Day's Range,55.43 - 56.03
52 Week Range,30.02 - 57.04
Volume,3378486
Avg. Volume,8975712
Market Cap (intraday),33439248384
Beta (5Y Monthly),0.591
PE Ratio (TTM),91.57377
EPS (TTM),0.61
Earnings Date,1745353804
Forward Dividend & Yield,0.63 (1.13)
Ex-Dividend Date,1746576000
1y Target Est,58.12304
