Attribute,Value
Symbol,ON
Name,ON Semiconductor Corporation
Industry,Semiconductors
Sector,Technology
Country,United States
Market Cap,18771392512
Description,"ON Semiconductor Corporation provides intelligent sensing and power solutions in the United States and internationally. The company operates through three segments Power Solutions Group, Analog and Mixed-Signal Group, and Intelligent Sensing Group. The Power Solutions Group segment offers discrete, module and integrated semiconductor products that perform multiple application functions, including power switching, signal conditioning, and circuit protection. The Analog and Mixed-Signal Group segment designs and develops analogues, mixed-signal, power management ICs, sensor interface devices, power conversion, signal chain, and voltage regulation devices for end-users in the automotive, industrial, computing and mobile end-markets. The Intelligent Sensing Group segment designs and develops complementary metal oxide semiconductor image sensors, image signal processors, single photon detectors, including silicon photomultipliers, single photon avalanche diode arrays, and short-wavelength infrared products, as well as actuator drivers for autofocus and image stabilization for a broad base of end-users in the different end-markets. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Scottsdale, Arizona."
Website,https://www.onsemi.com
Full Time Employees,26400
Currency,USD
Previous Close,44.52
Open,44.62
Bid,44.88
Ask,45.0
Day's Range,43.93 - 44.96
52 Week Range,31.04 - 80.08
Volume,5469159
Avg. Volume,10605353
Market Cap (intraday),18771392512
Beta (5Y Monthly),1.392
PE Ratio (TTM),31.194443
EPS (TTM),1.44
Earnings Date,1746446401
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,48.68286
