Attribute,Value
Symbol,CNP
Name,"CenterPoint Energy, Inc (Holdin"
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,24490354688
Description,"CenterPoint Energy, Inc. operates as a public utility holding company in the United States. The company operates in Electric and Natural Gas segments. The Electric segment provides electric transmission and distribution services to electric customers and electric generation assets, as well as optimizes assets in the wholesale power market in Indiana Electric's service territory. The Natural Gas segment engages in the intrastate natural gas sales, and natural gas transportation and distribution for residential, commercial, and industrial customers in Indiana, Louisiana, Minnesota, Mississippi, Ohio, and Texas; permanent pipeline connections through interconnects with various interstate and intrastate pipeline companies; and provides home appliance maintenance and repair services to customers in Minnesota and home repair protection plans to natural gas customers in Indiana, Mississippi, Ohio, and Texas through a third party. As of December 31, 2024, it served approximately 2,818,343 metered customers; owned 352 substations with transformer capacity of 80,659 megavolt amperes; and owned and operated approximately 219 miles of intrastate pipeline in Louisiana and Texas. The company was founded in 1866 and is headquartered in Houston, Texas."
Website,https://www.centerpointenergy.com
Full Time Employees,8872
Currency,USD
Previous Close,37.23
Open,37.32
Bid,37.58
Ask,37.53
Day's Range,37.02 - 37.61
52 Week Range,25.41 - 39.31
Volume,8024891
Avg. Volume,5814141
Market Cap (intraday),24490354688
Beta (5Y Monthly),0.613
PE Ratio (TTM),25.35135
EPS (TTM),1.48
Earnings Date,1745490300
Forward Dividend & Yield,0.88 (2.35)
Ex-Dividend Date,1747267200
1y Target Est,38.37824
