Attribute,Value
Symbol,CDW
Name,CDW Corporation
Industry,Information Technology Services
Sector,Technology
Country,United States
Market Cap,24892416000
Description,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products and services, as well as integrated IT solutions, including on-premise and cloud capabilities across hybrid infrastructure, digital experience, and security. It also provides hardware products comprising notebooks/mobile devices, tablets, network communications, collaboration hardware, data storage and servers, desktop computers, and other hardware; and software products, such as cloud solutions, software assurance, application suites, security, virtualization, collaboration and productivity applications, operating systems, and network management. In addition, the company offers advisory and design, software development, implementation, and managed services, as well as warranties. It serves business, government, education, and healthcare customers. The company was formerly known as CDW Computer Centers, Inc. and changed its name to CDW Corporation in June 2003. CDW Corporation was founded in 1984 and is based in Vernon Hills, Illinois."
Website,https://www.cdw.com
Full Time Employees,15100
Currency,USD
Previous Close,188.43
Open,187.91
Bid,177.9
Ask,197.98
Day's Range,186.825 - 189.33
52 Week Range,137.31 - 241.26
Volume,958340
Avg. Volume,1515804
Market Cap (intraday),24892416000
Beta (5Y Monthly),0.908
PE Ratio (TTM),23.423792
EPS (TTM),8.07
Earnings Date,1746615601
Forward Dividend & Yield,2.5 (1.32)
Ex-Dividend Date,1747958400
1y Target Est,209.24545
