Attribute,Value
Symbol,FICO
Name,Fair Isaac Corporation
Industry,Software - Application
Sector,Technology
Country,United States
Market Cap,53597745152
Description,"Fair Isaac Corporation develops software with analytics and digital decisioning technologies that enable businesses to automate, enhance, and connect decisions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Scores and Software. The Scores segment provides business-to-business scoring solutions and services for consumers that give clients access to predictive credit and other scores that can be integrated into their transaction streams and decision-making processes, as well as business-to-consumer scoring solutions comprising myFICO.com subscription offerings. The Software segment provides pre-configured analytic and decision management solution designed for various business needs or processes, such as account origination, customer management, customer engagement, fraud detection, and marketing, as well as associated professional services. This segment also offers FICO Platform, a modular software offering designed to support advanced analytic and decision use cases, as well as stand-alone analytic and decisioning software that can be configured by customers to address a wide range of business use cases. It offers FICO® Decision Modeler and FICO Blaze Advisor, FICO Xpress Optimization, FICO Analytics Workbench, FICO Data Orchestrator, FICO DMP Streaming, FICO Business Outcome Simulator, FICO Decision Optimizer, FICO TRIAD Customer Manager, FICO Fraud Solutions, FICO Originations, FICO Customer Communication Service, FICO Strategy Director, FICO Analytic Services, FICO Advisors, and FICO Blaze Advisor, as well as software implementation and configuration services. The company markets its products and services primarily through its direct sales organization and indirect channels, as well as online. The company was formerly known as Fair Isaac & Company, Inc. and changed its name to Fair Isaac Corporation in July 1992. Fair Isaac Corporation was founded in 1956 and is headquartered in Bozeman, Montana."
Website,https://www.fico.com
Full Time Employees,3718
Currency,USD
Previous Close,2180.44
Open,2193.44
Bid,2193.06
Ask,2270.0
Day's Range,2180.34 - 2209.405
52 Week Range,1266.72 - 2402.52
Volume,163768
Avg. Volume,185615
Market Cap (intraday),53597745152
Beta (5Y Monthly),1.396
PE Ratio (TTM),95.23745
EPS (TTM),23.12
Earnings Date,1745957700
Forward Dividend & Yield,
Ex-Dividend Date,1488326400
1y Target Est,2232.817
