Attribute,Value
Symbol,HBAN
Name,Huntington Bancshares Incorpora
Industry,Banks - Regional
Sector,Financial Services
Country,United States
Market Cap,23571185664
Description,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States. The company offers financial products and services to consumer and business customers, including deposits, lending, payments, mortgage banking, dealer financing, investment management, trust, brokerage, insurance, and other financial products and services. It also provides 24-Hour Grace, Asterisk-Free Checking, Money Scout, $50 Safety Zone, Standby Cash, Early Pay, Instant Access, Savings Goal Getter, And Huntington Heads Up; digitally powered consumer and business financial solutions to consumer lending, regional banking, branch banking, and wealth management customers; direct and indirect consumer loans, as well as dealer finance loans and deposits; and private banking, wealth management and legacy planning through investment and portfolio management, fiduciary administration and trust, institutional custody, and full-service retail brokerage investment services. The company offers equipment financing, asset-based lending, distribution finance, structured lending, and municipal financing solutions, as well as Huntington ChoicePay. In addition, it offers lending, liquidity, treasury management and other payment services, and capital markets; government and non-profits, healthcare, technology and telecommunications, franchises, financial sponsors, and global services; and corporate risk management, institutional sales and trading, debt and equity issuance, and additional advisory services. The company offers its products through a network of channels, including branches and ATMs, online and mobile banking, and through customer call centers to customers in middle market banking, corporate, specialty, and government banking, asset finance, commercial real estate banking, and capital markets. The company was founded in 1866 and is headquartered in Columbus, Ohio."
Website,https://www.huntington.com
Full Time Employees,20092
Currency,USD
Previous Close,16.1
Open,16.11
Bid,15.12
Ask,16.99
Day's Range,16.002 - 16.23
52 Week Range,11.92 - 18.45
Volume,14999078
Avg. Volume,23325590
Market Cap (intraday),23571185664
Beta (5Y Monthly),0.917
PE Ratio (TTM),12.446155
EPS (TTM),1.3
Earnings Date,1752841800
Forward Dividend & Yield,0.62 (3.83)
Ex-Dividend Date,1750118400
1y Target Est,17.38947
