Attribute,Value
Symbol,EMN
Name,Eastman Chemical Company
Industry,Specialty Chemicals
Sector,Basic Materials
Country,United States
Market Cap,9534687232
Description,"Eastman Chemical Company operates as a specialty materials company in the United States, China, and internationally. The company's Additives & Functional Products segment offers amine derivative-based building blocks, intermediates for surfactants, metam-based soil fumigants, and organic acid-based solutions; specialty coalescent and solvents, paint additives, and specialty polymers; and heat transfer and aviation fluids. It serves transportation, personal care, wellness, food, feed, agriculture, building and construction, water treatment, energy, consumables, durables, and electronics markets. Its Advanced Materials segment provides copolyesters, cellulosic biopolymers, polyvinyl butyral sheets, polyester films and window and protective films for value-added end uses in the transportation, durables, electronics, building and construction, medical and pharma, and consumables end-markets. The company's Chemical Intermediates segment offers olefin and acetyl derivatives, ethylene, and commodity solvents; and primary non-phthalate and phthalate plasticizers, and niche non-phthalate plasticizers for industrial chemicals and processing, building and construction, health and wellness, and food and feed. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, acetic acid, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns, and staple fiber for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, and aerospace markets. The company was founded in 1920 and is headquartered in Kingsport, Tennessee."
Website,https://www.eastman.com
Full Time Employees,14000
Currency,USD
Previous Close,81.25
Open,81.03
Bid,82.26
Ask,82.42
Day's Range,80.53 - 82.59
52 Week Range,70.9 - 114.5
Volume,1162687
Avg. Volume,1393319
Market Cap (intraday),9534687232
Beta (5Y Monthly),1.304
PE Ratio (TTM),10.519746
EPS (TTM),7.85
Earnings Date,1745525700
Forward Dividend & Yield,3.32 (4.02)
Ex-Dividend Date,1749772800
1y Target Est,96.629
