Attribute,Value
Symbol,CAT
Name,"Caterpillar, Inc."
Industry,Farm & Heavy Construction Machinery
Sector,Industrials
Country,United States
Market Cap,166293979136
Description,"Caterpillar Inc. manufactures and sells construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives in the United States and internationally. Its Construction Industries segment offers asphalt pavers, cold planers, compactors, forestry machines, material handlers, motor graders, pipelayers, road reclaimers, telehandlers, track-type tractors, and track and wheel excavators; compact track, wheel, track-type, backhoe, and skid steer loaders; and related parts and tools. The company's Resource Industries segment provides electric rope and hydraulic shovels, draglines, rotary drills, hard rock vehicles, tractors, mining trucks, wheel loaders, off-highway and articulated trucks, wide-body trucks, wheel tractor scrapers and dozers, fleet management products, landfill and soil compactors, machinery components, autonomous ready vehicles and solutions, work tools, and safety services and mining performance solutions, as well as related parts and services. Its Energy & Transportation segment offers reciprocating engine powered generator sets; reciprocating engines, drivetrain, and integrated systems and solutions; turbines, centrifugal gas compressors, and related services; and diesel-electric locomotives and components, and other rail-related products. The company's Financial Products segment provides operating and finance leases, installment sale contracts, revolving charge accounts, repair/rebuild financing services, working capital loans, and wholesale financing; and insurance and risk management products and services. Its All Other segment offers wear and maintenance components; parts distribution; logistics solutions and distribution services; dealer portfolio management, and brand management and marketing strategy services; and digital investment services. Caterpillar Inc. was founded in 1925 and is headquartered in Irving, Texas."
Website,https://www.caterpillar.com
Full Time Employees,112900
Currency,USD
Previous Close,349.81
Open,351.54
Bid,354.11
Ask,353.0
Day's Range,348.24 - 354.21
52 Week Range,267.3 - 418.5
Volume,2548389
Avg. Volume,2979474
Market Cap (intraday),166293979136
Beta (5Y Monthly),1.346
PE Ratio (TTM),17.239395
EPS (TTM),20.51
Earnings Date,1746009000
Forward Dividend & Yield,5.64 (1.6)
Ex-Dividend Date,1745193600
1y Target Est,368.0104
