Attribute,Value
Symbol,DOV
Name,Dover Corporation
Industry,Specialty Industrial Machinery
Sector,Industrials
Country,United States
Market Cap,25597317120
Description,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The company's Engineered Products segment provides various equipment, component, software, solution, and services that are used in vehicle aftermarket, aerospace and defense, industrial winch and hoist, and fluid dispensing end-market. This segment offers software solutions and services used in light and heavy-duty vehicle lifts, wheel service equipment, vehicle diagnostics, and vehicle collision repair solutions; winches, hoists, bearings, drives, and electric monitoring system; and radio frequency and microwave filters and switches, and signal intelligence solutions, as well as soldering and fluid dispensing solutions. Its Clean Energy & Fueling segment offers component, equipment, and software and service solution enabling safe storage and transport of fuel, cryogenic gases, and hazardous fluids, as well as operation of retail fueling and vehicle wash establishment. The company's Imaging & Identification segment provides precision marking and coding, product traceability equipment, brand protection, and digital textile printing equipment and solution, as well as consumable, software, and service to packaged and consumer goods, pharmaceutical, industrial manufacturing, textile, and other end-market. Its Pumps & Process Solutions segment manufactures specialty pump, connector, flow meter, fluid connecting solution, plastics and polymer processing equipment, and engineered components for rotating and reciprocating machines. The company's Climate & Sustainability Technologies segment manufactures refrigeration system, refrigeration display case, commercial glass refrigerator and freezer door, and brazed plate heat exchanger for industrial heating and cooling, and residential climate control applications. The company was incorporated in 1947 and is headquartered in Downers Grove, Illinois."
Website,https://www.dovercorporation.com
Full Time Employees,24000
Currency,USD
Previous Close,184.35
Open,185.06
Bid,182.52
Ask,188.57
Day's Range,184.02 - 186.71
52 Week Range,143.04 - 222.31
Volume,656029
Avg. Volume,1206147
Market Cap (intraday),25597317120
Beta (5Y Monthly),1.275
PE Ratio (TTM),24.827127
EPS (TTM),7.52
Earnings Date,1745490608
Forward Dividend & Yield,2.06 (1.1)
Ex-Dividend Date,1748563200
1y Target Est,201.432
