Attribute,Value
Symbol,CB
Name,Chubb Limited
Industry,Insurance - Property & Casualty
Sector,Financial Services
Country,Switzerland
Market Cap,117945679872
Description,"Chubb Limited provides insurance and reinsurance products worldwide. The company operates through six segments: North America Commercial P&C Insurance, North America Personal P&C Insurance, North America Agricultural Insurance, Overseas General Insurance, Global Reinsurance, and Life Insurance. The company provides package policies, property and general liability, workers' compensation, automobile, umbrella, financial lines, professional and management liability, environmental, international coverages, property and casualty, commercial marine, and risk management products and services. It also offers homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, cyber, and recreational marine insurance and services. In addition, the company provides multiple peril crop insurance and crop-hail insurance for farm, ranch, and specialty property and casualty, and commercial agriculture products; and property insurance products, including traditional commercial fire coverage, as well as energy industry-related, construction, and other technical coverages; personal accident and supplemental medical coverages, such as accidental death, business/holiday travel, specified disease, disability, medical and hospital indemnity, and income protection; and professional indemnity, cyber, surety, aviation, political risk, and specialty personal lines products. Further, the company offers property catastrophe reinsurance, traditional and specialty P&C reinsurance; and protection and savings products, which includes whole life, universal life, unit linked contracts, endowment plans, individual and group term life, dental, critical illness, dementia, hospital cash, personal accident, credit life, and group employee benefits. The company was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland."
Website,https://www.chubb.com/us-en
Full Time Employees,43000
Currency,USD
Previous Close,292.05
Open,291.86
Bid,287.0
Ask,293.96
Day's Range,291.11 - 294.38
52 Week Range,251.42 - 306.91
Volume,1396031
Avg. Volume,1800773
Market Cap (intraday),117945679872
Beta (5Y Monthly),0.582
PE Ratio (TTM),14.184578
EPS (TTM),20.75
Earnings Date,1745352602
Forward Dividend & Yield,3.88 (1.32)
Ex-Dividend Date,1749772800
1y Target Est,303.711
