Attribute,Value
Symbol,CLX
Name,Clorox Company (The)
Industry,Household & Personal Products
Sector,Consumer Defensive
Country,United States
Market Cap,16795686912
Description,"The Clorox Company engages in the manufacture and marketing of consumer and professional products worldwide. It operates through four segments: Health and Wellness, Household, Lifestyle, and International. The Health and Wellness segment offers home care cleaning and disinfecting products, bleach, clog removers, and laundry additives, primarily under the Clorox, Clorox2, Pine-Sol, Scentiva, Tilex, Liquid-Plumr, Poett, and Formula 409 brands; professional cleaning and disinfecting products under the CloroxPro and Clorox Healthcare brands; professional food service products under the Hidden Valley brand in the United States. The Household segment provides cat litter products under the Fresh Step and Scoop Away brands; bags and wraps under the Glad brand; and grilling products under the Kingsford brand in the United States. The Lifestyle segment offers dressings, dips, seasonings, and sauces primarily under the Hidden Valley brand; water-filtration products under the Brita brand; and natural personal care products under the Burt's Bees brand in the United States. The International segment provides laundry additives, home care products, bags and wraps, cat litter products, water-filtration systems, professional cleaning and disinfecting products, natural personal care products, food products, grilling products, and digestive health products internationally primarily under the Clorox, Glad, Poett, Brita, Burt's Bees, Pine-Sol, Ever Clean, Clorinda, Chux, and Fresh Step brands. The company also offers vitamins, minerals, and supplement products under the Natural Vitality, RenewLife, NeoCell, and Rainbow Light brands. It sells its products primarily through mass retailers; grocery outlets; warehouse clubs; dollar stores; home hardware centers; drug, pet, and military stores; third-party and owned e-commerce channels; and distributors, as well as a direct sales force. The company was founded in 1913 and is headquartered in Oakland, California."
Website,https://www.thecloroxcompany.com
Full Time Employees,7400
Currency,USD
Previous Close,134.99
Open,135.27
Bid,135.42
Ask,135.49
Day's Range,134.7101 - 136.3299
52 Week Range,127.6 - 171.37
Volume,1791236
Avg. Volume,1598461
Market Cap (intraday),16795686912
Beta (5Y Monthly),0.598
PE Ratio (TTM),24.46499
EPS (TTM),5.57
Earnings Date,1746476100
Forward Dividend & Yield,4.88 (3.58)
Ex-Dividend Date,1745366400
1y Target Est,149.26947
